PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
5.592072564834634,-1.817891395965637,-1.5581514023545464,0.05214428660625678,0.037123742953584615,0.7283205341963807,1.1665326733311823,-0.05788342627804394,0.20572349809081386,-0.8508842826014553,1.12068658914649
1.732300207088914,0.19389337348011604,-0.19235735252506436,-0.34747817411012816,0.7574936465429312,-0.8638743978874579,0.9592719883194103,0.4553797586331037,-0.10108875275518839,0.09110890139053722,0.055633798279440524
0.6834536335882948,-1.599625570136765,1.5974470452862208,-0.3928148992419926,2.5173092128964134,0.7278373595418791,0.22816776116067397,-0.5881136657002096,-0.4049544610974493,0.16720349785863609,-0.1394749700169009
0.37222977619545994,0.3486160390001361,0.514829845411078,1.2585976568513322,-0.7657264535126388,-1.0873388608299976,-0.5405210446621176,0.2959928409442169,-0.2695926810686066,-0.4868292287832648,-0.380156409365603
0.5650135520725271,-0.4483154490095926,0.5562139732462796,-1.4918701681509168,0.11539308488034407,-0.40587674592481715,1.0419538935890174,0.6765390510502896,9.87101436684736e-06,-0.28918053578076314,-0.09200981498641492
-0.8411072228036401,-3.008972466964762,0.7129828533096739,0.07022911147999207,-0.07816545188706892,0.19945728024441076,-0.09039627135662096,0.5603594940367193,-0.8167118659011102,-0.563969998106135,0.8414945259125448
-1.4861725071781622,0.8456900184934224,-0.11962471158228226,0.8245355477448172,-0.4841136244372619,0.09379478638816972,-0.0709652742043676,0.2924049885880852,-0.7901856076402929,0.6851646328515412,0.1304822181685666
-1.217100385454507,0.9335047720869839,1.9280683364124958,1.0307431375841272,0.7050536476149314,1.0289883339136148,-0.6998151297394409,-0.49802860953788003,-0.4736455166251589,-1.0223611432135906,-0.23321578794975267
0.6314662378377616,0.1343737005881605,-0.2643822594818779,-0.21568943673334365,-0.18825379386671695,-0.2685513619271765,0.08219918014271675,0.6040989482927366,-0.5328566850322211,0.0053266845827077275,0.31399405951131754
0.047115787770457655,0.4270675577516264,2.2599332965528287,2.0416627073278755,-0.29664867944007645,0.6007959322450814,-0.5395679102837748,-0.4350735393392666,-0.9811624058211396,0.22717037771508553,0.2967912147643559
-1.1615784144344825,-1.170047144220848,1.0495336964223163,-0.04156357322970716,0.33439737242962897,0.5312583129803709,-1.2506407478510095,1.4088856069081646,-0.03280507320141125,-0.0907675431726523,0.6381959509003574
1.1802114982897685,-0.08249757259059712,2.643072031789085,-0.1453524466248328,-0.34878667410602365,-0.5892582525507286,0.46802807891488735,0.414875680976812,-0.7052053658774466,-0.10137078368407798,-0.0229155014083309
-0.3920925230349372,-0.22164976225696933,1.2254835117279175,0.1122142693552358,-2.0527296112723925,0.11188420421792646,1.1094739301337098,-0.488317200992309,-0.7301593805224235,-0.020816761305782142,-0.28929301900538934
0.6009172760077135,1.4244176071849413,-0.18163622858002096,0.6041131944295566,-0.4139273848038002,-1.6786802101021228,-0.15221237714651134,0.5670415481897324,-0.6865516411648169,0.10356645659543093,-0.1634619697983686
-0.00221404477775534,0.5473816677691643,0.7503111701524348,0.42793164264175665,-1.1344560081489539,-0.09323238380501912,-1.9407322029061862,-0.19936710820440257,-0.9807564684625066,0.0904088461272314,0.31730539369988414
0.4218864321968654,-0.801741164405803,1.172912240188516,0.8137280786141871,1.5364670043816437,-0.08476230153019995,-0.0009142568982825815,0.23347871706131604,-0.30695084014558943,-0.5611171609432724,0.3885419498743422
-2.091332042587991,2.080682784149256,2.206154179403783,1.5711145858567603,2.4715316613402307,0.23727154756857013,-0.640490678371234,-0.6887002314162619,0.8104643494222971,-0.8165941349061361,0.5208760459341476
1.3970092192207215,-0.7729180386603584,0.29706343265294277,3.2111661851253226,-1.625606555208472,0.9040382514813418,-0.577834865789234,-0.22022589401156484,-0.896580470609699,-0.3874054999211594,0.20524499530890472
-3.535634476557062,1.500777063330846,-1.8962596072400162,-0.6434215490956143,-0.11643845251681502,-0.07448023821655454,0.6748706771904291,-0.8198550401044514,0.201613433007501,0.35966958396025817,0.5910020868308232
