,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
SHAPE_1,0.5492172343283741,-0.048736618655754994,0.1338676123576323,-0.0305233010324624,-0.10483843304666363,0.060229922860721166,-0.006563260253839433,-0.0025416701226713702,0.8139193355921605
SHAPE_2,0.06755562639139784,-0.6337093078801971,0.20488466367548205,0.041743196974515735,0.11600750970156803,0.6425612292031838,-0.023066618078240855,0.318604573175093,-0.14746156124862658
SHAPE_3,-0.4834639175197547,0.01736345965393602,0.04197433530036783,0.19675220838996624,0.17935612287620117,0.3428998129358706,0.4817565318069151,-0.4859726110523511,0.3278417899517332
SHAPE_4,-0.40453309390559195,0.19336734531222866,0.4100521860365346,0.031183453741160154,0.15388560127834716,0.09691940688406443,-0.7390244301430857,0.0017310570065657458,0.22497241613867514
SHAPE_5,0.08424297547754366,0.19250804547986636,0.06310722508541108,0.8946973390219808,-0.34076749168795345,0.06864191467206421,-0.00606966844465518,0.15972762361334508,-0.0706680460737126
SHAPE_7,-0.490165575210594,-0.08604517612435818,-0.18654302661491381,-0.0460644909412567,-0.1168088751277918,-0.20745858636276154,0.19964066811144518,0.7001700942063399,0.358658281503036
SHAPE_8,0.0894322102135284,0.27234058623149515,0.7791750500269161,-0.09798490313294228,0.16430267322752823,-0.14475594419723936,0.4237003726671596,0.2325687115347169,-0.13984928261394494
SHAPE_9,-0.012616766326349612,-0.5767594687557256,0.13415799585357113,0.3353472637468423,0.3688365954597391,-0.609023155756083,-0.04173413849825037,-0.15773185366157613,0.056235779366887395
SHAPE_10,0.20222712527286227,0.3272015212780975,-0.32604316858734456,0.18159818276545453,0.7917696409153464,0.12999809553165229,-0.004626997389235908,0.2599878320287072,0.03670906544820969
