0,1,2,3,4,5,6,7,8,9,10,11,12
0.021118213496257737,0.003774852876415382,0.001005578389879926,0.0015708728946819271,0.036716641075588495,0.4507556513910361,0.8905794723059779,0.7795234495270045,0.1572219269269139,0.006318240673674903,0.001009881609371224,0.001437990716430885,0.010928778515627666
0.04089197922968793,0.007555918383968769,0.001985782067804952,0.0032627232762014154,0.11773804285771677,0.8448900669579185,0.993994357278478,0.978299298738264,0.4572364086093141,0.015601960325139387,0.0020084932517338643,0.0028541962812386576,0.02129170020490353
0.021952238227375034,0.003927248790487495,0.0010381091225915213,0.0016600027713506945,0.04850321145706729,0.6108302175222613,0.9618136908578357,0.8991155894344816,0.2301414356836914,0.007255607998880226,0.0010470863981844592,0.0014878014648711927,0.011320237054515606
0.006285670822906344,0.0010880631663357922,0.000290290577784199,0.00041210090454547817,0.00569799118509018,0.09682505447731028,0.43158184486419154,0.2961632474801804,0.024053423689498227,0.0012886816794137335,0.0002880951752558525,0.00041533828370011924,0.0032547554340126785
0.005862192573376988,0.0009661849311255015,0.0001616660083847378,9.030173628646687e-05,0.0003299303070864659,0.0022553110150780936,0.00946526199303975,0.006706736694653879,0.0008022873294479107,0.00015357425278399357,0.0001022029319489554,0.00032590932124430913,0.0030770769269782387
0.005898103572274802,0.0013323407748401875,0.00022399457886901193,0.00010102803124783307,0.0001593015152794793,0.0004555284164760038,0.0014381699964257364,0.0010897234216338638,0.00022144718053181966,0.00012216749799005762,0.00013794727630293374,0.0004905556329611988,0.0034918476919744423
0.006881937590726058,0.003362755530567433,0.000795587521838385,0.0003684033272718806,0.00039498825459661856,0.0008901065846425877,0.0027946037892377608,0.0021170320457680617,0.00045521738234684234,0.00039960512845935083,0.0004885060444179644,0.0016044625579081395,0.005644791743612652
0.007351986641138509,0.006441814851477242,0.0034530276903203755,0.0025706971623684688,0.0026905224181658005,0.00604803443565998,0.019060015818272675,0.01444909676026671,0.003089380193065858,0.0027498198056950165,0.0027105686853517415,0.004665872450471985,0.007165799870428706
0.0073823587299958705,0.007085027925370289,0.005637904090027823,0.0056667090982733485,0.006283042944259205,0.014599248328099527,0.045873090105020456,0.034919444609008594,0.007379953257522212,0.006301972656768069,0.0054823415353391835,0.006237132793811516,0.007337886346100052
0.007570721885668404,0.00734456154459786,0.00600114604138999,0.006356386748403566,0.007336805550730484,0.017474999264331544,0.055414002913094965,0.042140937492660596,0.00875131120862754,0.007223865852170337,0.005990021480457637,0.006511200210896677,0.007532997574209512
0.007547980072869865,0.007324845817766749,0.005990357951730821,0.00633837557330649,0.007364586731552332,0.017602122821633388,0.05597381720265049,0.04254095101861193,0.008803443594784974,0.007197781459332517,0.0059770543437396495,0.006498223298694554,0.0075107549250844055
0.007487566288912041,0.007252170877747966,0.005910474600120506,0.006148828169851589,0.007080943525251896,0.016730329798342634,0.05296608172218158,0.04028200163761822,0.008409539454934127,0.006913498285852499,0.005848336108304994,0.006434119082876576,0.00744616995681057
0.0073546844840829744,0.007080682626090165,0.005802140576585029,0.0058550015084816555,0.006512024675631537,0.014630172598421554,0.04508515691635647,0.03448391239898226,0.007511117451585909,0.006423687841023304,0.005659655591492892,0.006321180473680453,0.007308008739943573
