0,1,2,3,4,5,6,7,8,9,10,11,12
0.01447107526950497,0.007929400254410449,0.0009286836215446864,0.0005110687482437866,0.0018773155482827227,0.05122468741274465,0.5331798326298474,0.7594646253786138,0.3386491838190029,0.02656470244352678,0.0010546757500381543,0.0005202906395189512,0.0015539472592080526
0.04888490295685977,0.027668727047669768,0.0032291552840541587,0.001773352484413271,0.008375518330761188,0.31970058426075965,0.9571949997624875,0.9923639861275502,0.8776947171186302,0.17621708878827852,0.004208708062772817,0.001789264699006257,0.0052742579074181095
0.0408477277012748,0.02294984633012886,0.0026669800020380774,0.0014657725072801913,0.006732271340088712,0.2535164887908049,0.9294559706190411,0.9853421584763518,0.8202656462091772,0.1370244921161018,0.0034458064289075207,0.0014809702473364001,0.004378158756739595
0.00903843498829442,0.004916223079782517,0.0005705407119723951,0.0003138626844954941,0.0010568330904905518,0.02553566032674465,0.3580666154993254,0.5840031413656162,0.1999869627345175,0.01361376250076035,0.0006262213828384589,0.0003194504162786703,0.0009648799820721396
0.0071761542307906285,0.0038631095403885364,0.00042762454231816166,0.00013637203809593437,0.00017145504595509644,0.0012640319113352884,0.013605201688103566,0.024021586988601178,0.006606643997183416,0.0008510306504987376,0.000143294661642264,0.0001780032199936501,0.0007816569160148936
0.006738035537154642,0.0037737525526257555,0.0005005302580888924,0.00012802799230605274,8.815600334923104e-05,0.00020380798902099718,0.001065970548686692,0.0016157842412627408,0.0006059487974546558,0.00018676965488447327,9.08310573867614e-05,0.000178158782877216,0.0009129077578119239
0.0069602514925108955,0.005296102528944995,0.0013637255362234748,0.00036373090684493973,0.00024021424927021521,0.00029002464172761424,0.0012873448619274213,0.0019426625318810426,0.0007378027960323943,0.00029289865289889346,0.0002525191650194123,0.0005017212964851443,0.0022414192559646806
0.00737895929086847,0.007201318073194777,0.004384108994083608,0.0021364161397799115,0.0018480114639526657,0.0021003193613788516,0.00927942726511926,0.014023587792589299,0.005297178885597786,0.0020845214058406235,0.0019126732442930957,0.00265034876337047,0.005620488666764122
0.007382073062769407,0.0074170248133001515,0.006272719179240273,0.005303040823471277,0.005656920738119213,0.006715456906671778,0.030039020199744595,0.045056424278198254,0.01718157413452248,0.006575506871949292,0.005717302538932123,0.0055736378765438,0.006861845604733166
0.007577189979419471,0.007683649679667025,0.006652355217952603,0.005951728657446384,0.006691556325565371,0.008191586030285216,0.03748054301872097,0.05633940096599836,0.021321465704554732,0.007893222740104202,0.006578849603590579,0.00603734519553928,0.007108695193155981
0.007560268303365395,0.007668523025287746,0.006646942477932604,0.005953021121364051,0.006735845611845355,0.008276405126631869,0.038061036244251494,0.05728383245983628,0.021605873217782387,0.007916384231798131,0.006585033058112527,0.006043067470770073,0.007104549591720605
0.0075076519865719445,0.0076020529706284645,0.0065832933702188465,0.005852627455562726,0.006579282112695646,0.00799961428974731,0.036443806061787265,0.054786318980558704,0.02072777346515545,0.007629389728013297,0.006421283280464723,0.005970605411202514,0.00704615080393923
0.0073706487492508,0.0073901695193214064,0.0064253299514479174,0.005629116742458504,0.006123431414933187,0.00711509959608885,0.030965126311005724,0.046149401054586814,0.01783529779401308,0.006856486779088272,0.006017683974087085,0.005796956574015317,0.006906390532554437
