,PC1,PC2,PC3,PC4
SIZE_0,0.5617526408460892,0.06640916826299655,0.68316527326864,0.4618538754550477
SHAPE_1,0.6215477438478743,0.15375295987270077,-0.006751146277883187,-0.7681099214773469
SHAPE_3,-0.5450944808703091,0.18805290696994528,0.7068875825999941,-0.4096560223783096
SHAPE_9,-0.03137482342246918,0.9677737100588929,-0.18316543612170869,0.1699414298645253
