,PC1,PC2,PC3,PC4
SIZE_0,0.5368525791721712,-0.17540141853834013,0.8229986139702506,-0.0608024013832684
SHAPE_1,0.5973246150806968,-0.011625152555110336,-0.3384090889860065,0.7270126880174991
SHAPE_4,-0.5909784018276085,-0.045047913465988146,0.42638426709169264,0.6833093522280571
SHAPE_9,0.07574391743348795,0.983397113934737,0.16232383272763065,0.02905079353945215
