,PC1,PC2,PC3,PC4
SIZE_0,0.6171909993412246,-0.02916425681977913,-0.3702885488894672,-0.6936217319387156
SHAPE_3,-0.5042469188477673,-0.30490727341837714,-0.8079268951798414,-0.004553185057295272
SHAPE_4,-0.6039491074321686,0.23617328644776642,0.2917712349698393,-0.7030911753425175
SHAPE_9,-0.0074693237043639985,-0.9221730745956433,0.3535676300943985,-0.1566236273480085
