,PC1,PC2,PC3,PC4
SIZE_0,0.4878443927807462,-0.2890754212467233,0.8231665972150349,-0.028982796497844802
SHAPE_1,0.5647947056818539,-0.012493278294472384,-0.31221715488124396,0.763787474778859
SHAPE_3,-0.4150980245810678,-0.8665232824827601,-0.04868841183206477,0.27287445731960525
SHAPE_4,-0.5202964720762847,0.4067145433148278,0.47174849229282495,0.5842330197965786
