,PC1,PC2,PC3,PC4,PC5,PC6,PC7
SIZE_0,0.3975215034367946,0.16895669487010812,-0.6145076986823772,-0.3633940589452493,0.17663552638606397,-0.5174808561571218,0.06905642675751385
SHAPE_1,0.5103503280411394,-0.04874532447379658,0.2955716277646394,0.011690452589926683,0.01173653916487817,0.12713752781313506,0.795842625686163
SHAPE_2,0.06651731744599619,-0.6998591472609555,0.25290969114184136,0.13749613610360678,0.47430226910835904,-0.4284100646145474,-0.12002622719095804
SHAPE_3,-0.45580052016808303,-0.042170596702386015,-0.27899026974139585,-0.21788064961198214,0.6420674614175856,0.3830433416981913,0.3258637013722362
SHAPE_4,-0.40477507030849486,0.1007796197061519,0.4505185425483445,-0.6442952320021064,-0.15778308914707762,-0.3913861291499887,0.1727388266612289
SHAPE_7,-0.4533184861879359,-0.05677493002654077,-0.29065395956051115,0.5091619993450961,-0.266834261854733,-0.40926516083605347,0.45700634179597555
SHAPE_9,-0.0001476650823576107,-0.681260903723244,-0.32522628622041644,-0.35646688312525665,-0.48513178668670476,0.2551688724843354,0.05078168272803951
