,PC1,PC2,PC3,PC4,PC5,PC6,PC7
SHAPE_1,0.5639494171219283,0.03794693220443826,0.08341962759438196,0.07169931846123037,-0.0028075250791406124,-0.022483195351234008,0.8172564361680169
SHAPE_2,0.11660492839666535,-0.6218884403263785,0.3060442341988314,0.6932273025421459,0.00011053367558013081,-0.06539934360721385,-0.1454434798259311
SHAPE_3,-0.4975656136973713,-0.0718979449540174,0.11651620119529127,-0.01971695429978735,0.5379229226683065,-0.5831283342143591,0.32232691053320334
SHAPE_4,-0.41811084514965174,0.183291500775413,0.4348645324773791,0.07736310962191453,-0.72799529675952,-0.1299929393924275,0.2227555121175102
SHAPE_7,-0.4881713609349961,-0.14500916484967769,-0.17792246564970982,0.1758020096578493,0.13919137897798714,0.7240388770514407,0.3667312075978225
SHAPE_8,0.08577882572292828,0.377668237210632,0.7560828762603444,-0.009489395141852864,0.39595129970683535,0.3178689854637509,-0.14296575676101686
SHAPE_9,0.017516913430095028,-0.6398349428496347,0.3055768089055978,-0.6905975025332819,-0.06709851733023937,0.11405097950207058,0.04992464374489985
