File,CircHead,CircNeck,CircChest,CircWaist,CircHips,CircBicepLeft,CircBicepRight,CircForearmLeft,CircForearmRight,CircThighLeft,CircThighRight,CircCalfLeft,CircCalfRight,CircFootLeft,CircFootRight,LenHead,LenNeck,LenTorso,LenHipdrop,LenUpperlegLeft,LenUpperlegRight,LenLowerlegLeft,LenLowerlegRight,LenFootLeft,LenFootRight,WidthShoulder,WidthHips,WidthFootLeft,WidthFootRight,LengthUpperArmLeft,LengthUpperArmRight,LengthLowerArmLeft,LengthLowerArmRight
HOURGLASS0002.obj,,,,0.7022220805,,,,,,,,,,,,,,0.4154480705,,,,,,,,,,,,,,,
