File,CircHead,CircNeck,CircChest,CircWaist,CircHips,CircBicepLeft,CircBicepRight,CircForearmLeft,CircForearmRight,CircThighLeft,CircThighRight,CircCalfLeft,CircCalfRight,CircFootLeft,CircFootRight,LenHead,LenNeck,LenTorso,LenHipdrop,LenUpperlegLeft,LenUpperlegRight,LenLowerlegLeft,LenLowerlegRight,LenFootLeft,LenFootRight,WidthShoulder,WidthHips,WidthFootLeft,WidthFootRight,LengthUpperArmLeft,LengthUpperArmRight,LengthLowerArmLeft,LengthLowerArmRight
BCOX0001.obj,,,1.17,1.01,0.97,0.385,0.385,0.315,0.315,0.535,0.535,0.365,0.365,,,0.25,0.09,0.54,,0.525,0.525,0.5,0.5,,,0.46,0.34,,,,,,
