,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.41541481293155064,0.11248210798749911,-0.4081445753395627,0.004636629704499681,0.1889216109647626,0.03265276000560156,0.05743544977046422,0.10307039912878703,-0.720072420293381,0.2810526810155511
SHAPE_1,0.4583666667708798,-0.10438907588830308,0.2986874036792216,-0.07447944700492666,-0.05344738360027307,-0.029139696118914683,-0.026001508659831033,-0.06802659081560343,0.3426996960523554,0.746852759650234
SHAPE_3,-0.39028524123366837,0.22837730070222537,-0.18343370344788704,0.22791434564855098,0.13794962078534645,0.1691713819470514,0.46404320956794015,-0.5809926242671559,0.0417325788246688,0.3280993358833914
SHAPE_4,-0.34582347166117505,0.45583643553826436,0.09962902169456986,-0.0424265752235362,0.19777409320642417,-0.15071575222607472,-0.718614987040691,-0.06960716966316773,-0.10667404368003484,0.2577430407580612
SHAPE_5,0.12319742365895618,0.39860720852976955,0.0017547463793763114,0.5862158113993778,-0.4200835797804845,-0.5141287115135373,0.12877978889459077,0.1543528271330691,0.03172655660232167,-0.00827537147861145
SHAPE_6,0.2886102145167498,0.16957824152627465,0.14134260911969915,0.5005598979747361,-0.03231707539370807,0.7158219822670896,-0.260164864323875,-0.0753405230656867,0.04229153048851789,-0.1697450771300525
SHAPE_7,-0.41782501308896414,-0.07003246426823932,-0.19759147603380817,0.13606471640792517,-0.09149197901933447,0.3089646764947728,0.07815443924785181,0.7133885699280511,0.10196074749266419,0.36565612025445776
SHAPE_8,0.07306419427109839,0.548871410141308,0.4836812163531923,-0.23175632153392545,0.3598885401770917,0.07974318670383153,0.4111442851944917,0.2985382210550413,-0.01594977404101755,-0.10698346542306662
SHAPE_9,-0.019244934895339995,-0.3771800979337405,0.14300855326278633,0.5135120846006758,0.7041158277710637,-0.25749800682358126,-0.011931752629027556,0.09853839337474578,0.03326483898349477,-0.013253121451130537
SHAPE_10,0.25817463513632627,0.2836088237119474,-0.6222602397162869,-0.1027516459871563,0.3035178123631734,-0.04356223100911741,-0.0687123985321235,0.07135938957647392,0.5799823974478242,-0.12219786522603679
