,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4142666692207968,0.28242461832725574,-0.26856250326197867,-0.043167882385951394,0.24078887764013912,0.011184489638306951,0.06270420321867437,0.1117054495697021,-0.7353561661979708,0.24365382281729156
SHAPE_1,0.4595164967637995,-0.23742685741757802,0.1784814167403975,-0.058678197838722995,-0.08866999653089365,-0.030131650987222376,-0.03483401915161218,-0.04245062233131691,0.32002092448830916,0.7635281190254555
SHAPE_2,0.015917978425520674,-0.5850702993306642,0.04762319485511165,0.19346592626198725,0.7120517374627976,-0.261139637475757,-0.027436936628258038,0.17836557328853614,-0.022749375545443026,-0.09719128095048944
SHAPE_3,-0.3905294863361475,0.2340973814142698,0.012493881902164054,0.18615115978578853,0.3848302167300986,0.07912432106360967,0.4006812816716452,-0.5727761982832902,0.04030285201553705,0.33657012399741854
SHAPE_4,-0.34739508152295057,0.27179107133711494,0.3327942595958991,-0.16914051056839283,0.18815420676636638,-0.16570822288405498,-0.7285374946724518,0.025259797720631902,-0.12328673308591111,0.23794949381118102
SHAPE_5,0.12227755634073913,0.340023688354111,0.2929357168121569,0.6311215800506584,-0.15841075084178877,-0.5591634240307437,0.13623896047128006,0.1669171277829309,0.024410584087492016,-0.023029292528770395
SHAPE_6,0.2894336257683136,0.10712510826189536,0.27530183235417244,0.4744413719696149,0.17075831048540832,0.6891641971877441,-0.2594899083035322,-0.05551390049920611,0.05826218970955082,-0.16108908537044692
SHAPE_7,-0.4178606269884736,0.05106958337685144,-0.18537428180809842,0.1913990813864884,-0.0026051486033738147,0.2978877853125017,0.14590506223485697,0.7163535267601526,0.08133528420149592,0.34925227411402426
SHAPE_8,0.07155633004111878,0.16134662083201062,0.6755617038333556,-0.4477489856041463,0.1795179778097991,0.09800601381263824,0.4366450189469294,0.25537703142724855,-0.020844080270084265,-0.1176500329236751
SHAPE_10,0.2555900528325704,0.4869834338812753,-0.3612378822921412,-0.18298017677384715,0.3964322291710823,-0.10535592239229936,-0.07033058561305584,0.12598414418718934,0.5731109671758964,-0.12654385823861586
