,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4376349231568152,0.16690728779876382,0.23851777296449475,-0.3029764076861908,0.17206189737291996,0.022039281211181923,0.011030238133014804,0.11109123706211936,0.7674175305157683,0.02117965974137545
SHAPE_1,0.4714817991369597,-0.23079252477022616,-0.21492323058797788,0.057514474857292365,-0.1543551811402924,-0.0003008709305607697,0.067489133857875,-0.016992924928235106,-0.11502231190557838,0.7956384394544425
SHAPE_2,-0.020648842928112972,-0.6500205394303321,0.06059472159715618,-0.11848887822998884,0.14305735564667582,-0.1652957854762212,0.617794575984204,0.318749167155016,0.009820712539786286,-0.16786860719522337
SHAPE_3,-0.39842529168198215,0.1486144086120675,0.303718145645089,0.14895443866837307,0.3596000183685142,0.019070143612002932,0.4159800494751589,-0.47958453379491256,0.1307062231899125,0.39362192612033553
SHAPE_5,0.15167593158938353,0.11724747976537966,0.5113060799588671,0.5265897827938956,-0.2575770906045258,-0.5731798288755362,-0.0038009549280135085,0.17153428074657573,-0.0134708705209621,-0.0039671908260874
SHAPE_6,0.31250394968705886,-0.10187887543086532,0.36650027621475195,0.3690553267795499,-0.052256046233774854,0.7447260740047413,0.11946497797624761,-0.03350138783512814,-0.12579605354390752,-0.18130416093849733
SHAPE_7,-0.45082554655406837,0.09449231847635067,0.1942655117951851,-0.02953921325275716,-0.03224047742241884,0.2720880740311997,-0.12817884703024643,0.7163600497206557,0.05166127517946631,0.3766617590108761
SHAPE_8,0.12808953956921654,0.07287040139503914,-0.3875366995855139,0.5305902652570841,0.6854711599834512,-0.043573517363169445,-0.09055084184586254,0.24826286698830344,0.05516796615830099,-0.04388027100543318
SHAPE_9,-0.04259264354698523,-0.552397682038013,0.3758452814062155,-0.09266970136054632,0.3341523235068763,-0.06984879396395792,-0.6240105963397325,-0.16818699101667317,-0.05077629092920205,0.0800273025525559
SHAPE_10,0.29134593818911125,0.36160123633577335,0.2757916362614511,-0.4051980265025246,0.3809816458591113,-0.08869242070698191,0.1109467738624665,0.14875561356362818,-0.5969613919191612,0.01737642817765437
