,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.5050605693972102,0.0694838009769951,-0.12398439985908428,0.16632246213892984,0.28431552496588597,0.02397386866649231,0.025049222421395158,0.06260695832713066,0.10045136101134657,0.7752437648908841
SHAPE_2,-0.05101132919708799,-0.6311773537558806,0.10030491762243128,-0.10693932611132984,0.20563927265449872,-0.17122527594137177,0.6155325908998162,-0.15474618584680405,0.32091990840365353,0.009692819405560589
SHAPE_3,-0.39543445600480653,0.14990717498540773,0.1491803093342542,0.3629373948065234,0.3012033241503508,0.14575272787608504,0.4395032078694371,0.31113450694317346,-0.5049582870486303,0.10130740195139606
SHAPE_4,-0.36755633641421925,0.3067169280073874,0.2829767212970406,-0.05802339800196582,0.3294597263185283,-0.14444802730733258,-0.13636809322651264,-0.7019039607868279,0.06574144563326324,0.20588399056864198
SHAPE_5,0.16083641001782614,0.13355482401151683,0.5551083259315436,0.441345752246996,-0.2963961783257812,-0.5643262539930949,0.029986305468005913,0.13904548105301423,0.16106214382910233,-0.029576640903324472
SHAPE_6,0.3194743458407032,-0.08844293451972461,0.48194506216179284,0.19358463794028896,-0.144758590064115,0.7059612860183764,0.0723769896608801,-0.28872551942704106,-0.014575943112939584,-0.11053612813058014
SHAPE_7,-0.4359884068165304,0.053907089787829786,-0.10495393336656281,0.3516966256425062,-0.004720268030881302,0.3104262339412236,-0.12835611821084397,0.22713892027120133,0.7088804166089898,0.0730529622238532
SHAPE_8,0.05818620058504726,0.24521382168197015,0.47732877470074514,-0.6046181417800741,0.295704702026612,0.08861123371323583,0.003344894978847289,0.45027843859765593,0.21023355062032537,-0.02873087633669784
SHAPE_9,-0.045541285753509436,-0.566371740087696,0.21786310457076505,0.1767253432025272,0.4077813285367875,-0.05188923019936634,-0.615555005510006,0.14361909439625437,-0.16822697311255866,-0.04049736261218013
SHAPE_10,0.3568863322359957,0.2660224241350268,-0.21330139831458814,0.2703035441746052,0.5612977022069161,-0.06514384277326606,0.0848574455041664,-0.0706743103474957,0.16263993819134842,-0.570400296944739
