,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4301077471768186,0.1835302569281601,-0.3030545724081933,0.15955730738051305,-0.23484212020187528,-0.014334748185551175,0.09210655526483313,0.1016686565330153,-0.7572200126503392,0.12831514012662906
SHAPE_1,0.4726098119195585,-0.16674535280431768,0.24894843151653612,-0.05313494877175992,0.11005155938044876,0.06172923537856206,-0.014273840765470395,-0.013564670239390795,0.21206975830539757,0.7891477296684704
SHAPE_2,0.009139184695395909,-0.6274850496789085,0.02877863764750938,0.1772701113893923,-0.18247100452038523,0.6392689435470978,0.02305825601434536,0.33043292804592334,-0.05302400499531181,-0.13941480361869033
SHAPE_3,-0.41836773721040504,0.11973370968359474,-0.13698187419345512,0.27425157848310183,-0.1431022428629198,0.3344050870552809,0.45462999777066426,-0.5151421640249242,-0.015093286534160191,0.33475604188772995
SHAPE_4,-0.3651194945257444,0.2309108948833405,0.27916520013095847,0.22748556838925074,-0.24226881107786913,0.11333158038955614,-0.7142312572617807,0.07856660090028623,-0.1753146858658239,0.25517162442211605
SHAPE_5,0.09608188989851664,0.1791298456219186,0.0051002642211180095,0.7102371276961913,0.6451886643671245,0.06769007543184168,0.004636404490260449,0.15565287731792812,0.05213555017060618,-0.08000118494368866
SHAPE_7,-0.43844878286991307,0.01747806406663008,-0.25299665733542975,-0.07510911655691137,0.04183066400965074,-0.22137014684199194,0.2598748259530198,0.6975404071735734,0.01881151966467686,0.3641463024981847
SHAPE_8,0.0682452879438338,0.1892863177582067,0.7137225740819295,0.2130988581908431,-0.3569145078944572,-0.15822589394568976,0.4372376696762833,0.20194772506062045,0.013845167890433269,-0.14187136036265485
SHAPE_9,-0.033041588240315195,-0.5262328823022423,-0.14785514222453514,0.4707168783541863,-0.25980186055813353,-0.602687317643629,-0.09093587625705472,-0.17788938849059294,0.0767104424127764,0.044991273369234065
SHAPE_10,0.27568410786822334,0.36328473833406416,-0.39161559548489566,0.1904368096897126,-0.455375171543779,0.14420228971819168,-0.08344877631596427,0.1597856316375705,0.5819978600106432,-0.054918264983108714
