,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4170537421239648,0.22180420360201195,0.050022227255093234,-0.40299123280484356,-0.04574972370597787,-0.021155841156320285,0.022288359339056103,0.06715674448725006,-0.7400922803913225,0.2380775606531648
SHAPE_1,0.4577819841953352,-0.18072406043739386,-0.10526052414072715,0.2470531075100905,0.1288333190590209,0.05626561419997101,0.05306003401704829,-0.004410296676813806,0.2976134755562675,0.7579492139002565
SHAPE_2,0.016205372046055745,-0.6344334307605811,0.04800895261717222,-0.20290431544421503,0.1869420621520988,-0.08528952873284183,0.6038669521611866,0.3551165366572569,-0.06702935214855874,-0.127589044241397
SHAPE_3,-0.39196731673093205,0.10900959489730214,0.30317957499610193,-0.22784611736307187,-0.04213565090753115,0.09815175060711835,0.4704432109923954,-0.5885099902113401,0.024085616481606474,0.3331616776424112
SHAPE_4,-0.35502055419706746,0.17561487690956956,0.15927386035768337,0.052553029584426716,0.7248331400101236,0.34270385975903894,-0.1416377616052499,0.3181568635062368,-0.13784545543539434,0.1785340481542987
SHAPE_5,0.12154917664425353,0.16582295679619488,0.6951388650679294,0.2906253153710119,0.10000267654717851,-0.6056220603611792,0.033668400818344636,0.10646941866217245,0.023840041737991126,-0.015204202291718679
SHAPE_6,0.287842234680649,-0.04030390174145795,0.5234008167278402,0.15336713318311884,-0.27923217963485947,0.7006609120398112,0.05806052470539971,0.08992765375346443,0.048666400338500095,-0.18796223339175142
SHAPE_7,-0.4149873599101507,0.03434716968290495,0.08613607660094741,-0.14095831415950247,-0.5503252224583575,-0.045214223247634376,-0.08717401214215342,0.5705668825330361,0.07064672258364448,0.39532022629852576
SHAPE_9,-0.01262102289376602,-0.5273948192004202,0.3187434964431212,-0.43363156954430343,0.07665712034681413,-0.04652023840763815,-0.6068889089207797,-0.21287328364970376,0.07403276367670512,0.07007981442317025
SHAPE_10,0.25799242671609685,0.40554355317811513,0.02537370927386482,-0.6040089875976782,0.1499926668577708,-0.010970572876714747,0.10117536126703672,0.17751238158459687,0.5711450249246222,-0.1137178947741921
