,PC1,PC2,PC3,PC4
SHAPE_3,0.6333817773015702,-0.3940332586933484,0.19240703162601844,0.6376086961504442
SHAPE_4,0.7204183715941423,0.020748882606968843,-0.03465423770562967,-0.6923625766527595
SHAPE_8,0.2672572424362408,0.6579657786242656,-0.6224467900507129,0.32895986697514235
SHAPE_9,-0.09164311440215009,-0.6413955948347526,-0.757851312293823,-0.07664606293723317
