,PC1,PC2,PC3,PC4
SHAPE_1,0.6933507670615014,-0.12625710692640668,0.02414887486426134,0.7090420922685705
SHAPE_3,-0.6721299914621978,0.19167323347926848,0.20791685155280484,0.6843049239812592
SHAPE_8,0.24532572695348073,0.6204039136410056,0.7287818565026287,-0.1542442130721672
SHAPE_9,-0.08556445574536438,-0.7499463303844481,0.6519696467748639,-0.07207499663655087
