,PC1,PC2,PC3,PC4
SHAPE_1,0.6887998384021509,0.3126157530120038,0.10966793425118203,0.6448248737316102
SHAPE_4,-0.7163324048806938,0.17017786803906199,0.1822473180661069,0.6516849653055015
SHAPE_8,-0.05717094857980268,0.7846182232789173,0.47074527926706133,-0.3993802804156673
SHAPE_9,0.09567732737435004,-0.5076269574176026,0.8562463087818633,-0.0017262175073533455
