,PC1,PC2,PC3,PC4,PC5,PC6,PC7
SIZE_0,0.5232313338972148,-0.05202164782062694,0.05109800633722856,-0.38832232040170744,0.02243708311252548,0.6304589121980229,0.4148923064409007
SHAPE_2,-0.061812436817176665,0.6631072181286964,-0.1522518326260145,0.32312815914125825,-0.5759134625468532,0.16297211473636772,0.2657807096611744
SHAPE_3,-0.4270204517155488,0.14932191342064802,0.07500597578843647,-0.7856767427165517,-0.3391947770152409,0.04377616885318052,-0.23552751394582058
SHAPE_4,-0.5031206093538337,-0.17113714462910679,-0.17487750930009108,0.26915621879757384,0.1532122876279263,0.7322051755141036,-0.23442715854907156
SHAPE_7,-0.520646198061424,-0.010812275320812793,0.37863871862182263,-0.009376164958084172,0.2453323136110823,-0.08740952408306044,0.7193935435041668
SHAPE_8,-0.12588985168691014,-0.302946821064656,-0.841931547500427,-0.14919913115150615,-0.08272353636166963,-0.17332409608318777,0.3526775179749989
SHAPE_9,0.0032652456833468283,0.6435090734662944,-0.292889609975095,-0.18086641722285704,0.6798985450448826,-0.015466436430538398,-0.06990839589617019
