,PC1,PC2,PC3,PC4,PC5,PC6,PC7
SHAPE_1,0.5683073599426812,-0.014069784365061084,-0.1273929523092167,-0.138357877319856,-0.10923361719258112,0.10987063271715344,0.7857820182657167
SHAPE_2,0.012017242574560239,0.6613820011179821,-0.1512621778715134,0.36160572515320266,-0.6153381330615201,0.16072072095533105,-0.06571392102159775
SHAPE_3,-0.4120643781074192,0.20369557113024034,-0.09601383463466823,-0.7709642602331573,-0.30396711895437756,-0.2674719657504483,0.1454965763546475
SHAPE_4,-0.4833755706105208,-0.1244323833220672,-0.2701319410951955,0.49286631047386414,0.04099777643760188,-0.4692160327833102,0.4616618578830507
SHAPE_7,-0.518249296615525,0.04361410560023771,0.23960799039952455,0.010786627585361022,0.14078447427581636,0.7356945294905647,0.33304718439401315
SHAPE_8,-0.04933957365900294,-0.3009884962136881,-0.8593490281750756,-0.08370069809172673,-0.05028739219638755,0.3555130553135784,-0.18046223488412602
SHAPE_9,0.04915902334713789,0.6425763153023336,-0.287764010810338,-0.07532030647363727,0.7021403576110007,-0.05250126491690474,0.020984049826424683
