,PC1,PC2,PC3,PC4,PC5,PC6,PC7
SIZE_0,0.43001913252929613,0.0025301337820902246,0.26658071383642024,-0.3219259534317116,-0.6901211745934742,0.40450555709860453,0.021990139913517726
SHAPE_1,0.5095879408061698,0.05760054456682866,-0.21210380949237034,-0.06240464420158828,0.27206304668230347,-0.030378475074652193,0.783057334499532
SHAPE_2,-0.031205673793350767,-0.5750677447909345,-0.7492464495745391,0.08116845727418039,-0.21973012221483693,0.22292237057467743,-0.048877645776653815
SHAPE_3,-0.36423627924266383,-0.12931823043681176,-0.06803908018619553,-0.8699429652957071,0.00449300072560647,-0.2598199308366948,0.1471464078548142
SHAPE_4,-0.44296242952073217,0.2712056772366918,-0.09106943868151932,0.304911950645444,-0.589615339229521,-0.25920366889478286,0.46274618975875154
SHAPE_7,-0.4712684786121214,-0.14514514149393215,0.26284468347973733,0.042263601175216596,0.220994954125602,0.7206984232995391,0.3431040399850215
SHAPE_8,-0.05875476278524432,0.7447348712137117,-0.49047545104859525,-0.18526400064419274,0.07019922606325049,0.3628482650515354,-0.1744767510058089
