,PC1,PC2,PC3,PC4,PC5
SIZE_0,0.4492922769337975,-0.07088764767503837,-0.7710503304360412,0.4440817157078957,-0.0372049593891419
SHAPE_1,0.5450053235429382,0.007441739206220069,0.3407602247206149,0.10501451525420123,0.7587939368904615
SHAPE_3,-0.517596022749735,0.07430527649581695,-0.4986378091365128,-0.2771849183210949,0.6333260925253299
SHAPE_4,-0.4827917297115885,-0.15876899372483227,0.2014417837176881,0.8249106641698047,0.14369466331518588
SHAPE_9,-0.010590096942396378,0.9819321231333512,0.012058202809855392,0.18561869128435465,-0.03312788246265886
