,PC1,PC2,PC3,PC4,PC5
SIZE_0,0.4702050563315235,-0.07606992493160615,-0.308126634330692,-0.8110744150207922,0.14260730007923453
SHAPE_1,0.5502755579785886,0.00864739321524178,0.2761485009471195,0.33840579642721713,0.7115796197552693
SHAPE_4,-0.45714550175680996,-0.1841568351679159,0.6775912631347215,-0.45112790512954903,0.3073401106614128
SHAPE_7,-0.5167835166678818,0.0886665677413839,-0.5879629783729858,0.02367170983665826,0.6154772318140753
SHAPE_9,-0.007536737723583762,0.9758909206142768,0.1548211833921957,-0.15350268274520265,0.006887395020706175
