,PC1,PC2,PC3,PC4,PC5
SHAPE_1,0.5631487661524163,-0.00037178280550347856,0.14450787207417867,-0.012982866362639971,0.8135184380505205
SHAPE_3,-0.5071258618718605,0.06795349976919075,0.01563266712357936,-0.7907437462472212,0.33568680280784785
SHAPE_4,-0.4305736608069169,-0.19572270521916552,0.7947842273352617,0.3439223382672933,0.1622787801928232
SHAPE_7,-0.4900927871438348,0.08109934959579171,-0.5526072586136014,0.4994488114038921,0.44543019430605213
SHAPE_9,-0.010109896668695259,0.9749347166879923,0.20449045047103792,0.08260800796482744,-0.027561946086732726
