,PC1,PC2,PC3,PC4,PC5
SIZE_0,0.40299135646577317,-0.44170505492421985,-0.7177669432316256,0.33600022339103924,0.12003781134862412
SHAPE_1,0.508916932599095,0.2687798333606203,0.17718529408775696,-0.15810794935008662,0.7825395867327806
SHAPE_3,-0.45706326028917527,-0.22869833222059993,-0.38761814965567165,-0.6958697936099297,0.32296694773944407
SHAPE_4,-0.4034702142876279,0.6812268671852209,-0.43494859014707316,0.37771378505136594,0.20320866644646157
SHAPE_7,-0.45486974465700547,-0.4650602906049439,0.3376209127846642,0.48497758005595093,0.47709674867016166
