,PC1,PC2,PC3,PC4,PC5
SIZE_0,0.5026148380205387,-0.035633281441047666,0.005926762070769476,-0.7525405113160947,0.42397670475486987
SHAPE_3,-0.5135687381594005,0.044596209375812,-0.06476248172384405,-0.6548487297144574,-0.548850882705858
SHAPE_4,-0.4766574067267155,-0.21084948042202803,0.7399273021953273,-0.06584291091694358,0.4201339212278046
SHAPE_7,-0.5056495488278892,0.06560495460258854,-0.6369480834835253,-0.020289518277161977,0.5778408068806572
SHAPE_9,-0.027234650165971073,0.973642610972016,0.20633812266504226,-0.01043870439931668,0.09270357336943365
