,PC1,PC2,PC3,PC4,PC5
SIZE_0,0.4304171231775015,-0.03031052785878128,-0.8637188250202497,-0.25473858210500877,0.054040892565675826
SHAPE_1,0.548406878797802,0.07412209241762169,0.28694866740187563,0.10911908167033166,0.7742798583164857
SHAPE_3,-0.497054068298686,0.00164503367595418,-0.4112958792588006,0.6422895470048882,0.41380476624238616
SHAPE_7,-0.5151568443397733,-0.02395673858150271,-0.015724694788657106,-0.7137952060272116,0.4735912142690131
SHAPE_9,-0.039264160254206974,0.9964991499531237,-0.04731476788975401,-0.034085516915245445,-0.04524665886441848
