,PC1,PC2,PC3,PC4
SHAPE_1,0.6423991934064588,-0.04258870290619092,-0.11672436163204483,0.75623072014901
SHAPE_3,-0.4922003252851398,-0.3569991165949994,-0.7415459670350658,0.28354902453301073
SHAPE_4,-0.5855658695552471,0.18044385439085966,0.5269895769787374,0.5889266623106384
SHAPE_9,0.046633984517097944,-0.9155205342032089,0.3984557540447775,-0.0296721251166542
