,PC1,PC2,PC3,PC4
SHAPE_1,0.6513824860261731,0.3810251723917514,-0.052312542864279034,0.6540520413249025
SHAPE_4,-0.7048141349514796,-0.011317696044538705,-0.12155613825670278,0.698808307177983
SHAPE_8,-0.22197144681681644,0.814054083406149,-0.4520347719009165,-0.28932540690425196
SHAPE_9,0.17223985853747478,-0.4381868061111093,-0.8821292808334145,0.013178997589312876
