,PC1,PC2,PC3,PC4
SHAPE_1,0.6956749705012257,-0.07760452274687615,-0.25443710887739407,-0.6672897654643458
SHAPE_2,-0.11814153319552335,-0.6964982080159879,-0.6743338556720807,0.21495738056450706
SHAPE_3,-0.7082711108504846,0.06078547662571013,-0.15721968028006147,-0.6855210656855422
SHAPE_8,0.020759265086957655,0.7107551688951212,-0.6751426374131426,0.19641426106253834
