,PC1,PC2,PC3,PC4
SHAPE_1,0.09207109935981647,0.7784605314486486,0.6191560275238746,-0.04656100536089388
SHAPE_2,0.6872539105141383,-0.013772207060606102,-0.13849692535010683,-0.7129593189406198
SHAPE_8,-0.2759935466946871,0.607240511556001,-0.7326242187406062,-0.1354558135437923
SHAPE_9,0.6656068939911817,0.15833031426285218,-0.24642680325836827,0.6864202829846305
