,PC1,PC2,PC3,PC4
SHAPE_1,0.4971602008950171,0.5233994168082086,0.17047552973648705,-0.6706883619773922
SHAPE_2,-0.438204054566115,0.5396746710253569,-0.7137833313031215,-0.08509883647446569
SHAPE_3,-0.6196080617134702,-0.3436958779893318,0.20116749103571735,-0.676380539240459
SHAPE_9,-0.42058862451036383,0.5627410091610903,0.648832097129355,0.29230921175283064
