,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.464507973874583,0.14274451884049996,-0.27340422531621433,0.047919522038020766,-0.2707990726051397,-0.030025008982772487,0.0038561927447315885,0.1195119538159979,-0.7150513877393411,0.2949238718910933
SHAPE_1,0.46466257845091047,-0.18252400611781994,0.18122682741575835,-0.24164106260829968,0.21334576508888956,0.06455119715268534,0.03430781480425025,-0.06185259802278695,0.36870272322186215,0.6847717638594403
SHAPE_2,-0.003627639799122654,-0.638749834809536,0.04391900646801304,-0.06679580157352065,-0.20068196463403512,0.20128871070008947,0.6280094865227303,0.2990141173393744,-0.08004828647327002,-0.12079506960350553
SHAPE_4,-0.35743087231694165,0.24745174411729845,0.3333890686636627,0.0928720885395948,-0.41085888413342914,0.08716729997530473,0.3697023387616061,-0.494061270243135,-0.08588771647130368,0.35592287251152976
SHAPE_5,0.16535600064963502,0.12856460554713586,0.27908885085187635,0.7135791096734259,0.16262059553948574,0.5467506127149425,-0.028909824286911374,0.20532663973438292,0.02548955919082661,0.004072795979390414
SHAPE_6,0.3355499234537033,-0.08138529775358627,0.26357686201033176,0.42039084869609755,0.07616756763578024,-0.7148755440748599,0.24686603063055645,-0.1612690033350977,0.03365250598208454,-0.1721914422217352
SHAPE_7,-0.44346762824038527,0.03946989097149622,-0.18756957937031682,0.2747663559087523,-0.0233580551640628,-0.351583891013367,0.024422095745423048,0.5654155171320777,0.1262788009312764,0.48031799931388375
SHAPE_8,0.08484911014046342,0.1854342039103763,0.6804153626526035,-0.3054416761695712,-0.34362652451782794,-0.09907557162930034,-0.21464360421706286,0.4633098235299176,-0.024795064344176186,-0.11365420969425034
SHAPE_9,-0.017689801351828738,-0.5556703923007213,-0.00955708142049778,0.2621996222177946,-0.49456660066873137,-0.0147312584236212,-0.5699925400880516,-0.19736880837924556,0.08369374914722835,0.0800861283675477
SHAPE_10,0.31054604521269225,0.3304686774159525,-0.3656880048201669,0.05256416203149246,-0.5259327971810165,0.056470091486064765,0.18545604008772965,0.08314626482890501,0.5600244669293081,-0.1520923171883193
