,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4661447348175368,0.1827325257838139,-0.14810688192701132,-0.22868708739312033,0.27674703033784276,-0.02412965129094064,0.036829189736975285,0.036652248687741036,0.6739725071582032,0.3754658466227846
SHAPE_1,0.47713139432489265,-0.16436094477172514,0.10550134920085269,0.3162718839935996,-0.05968782572267362,-0.07849523606752125,0.06621838914344187,-0.06140896221738858,-0.47971221368215883,0.621424807046891
SHAPE_2,0.006305294690220502,-0.6274834863856482,0.06126071663603244,-0.03555408613011144,0.24066058942105106,-0.1972855597073162,0.6399898530255275,-0.2317282424720635,0.126941925340509,-0.158017071911152
SHAPE_3,-0.42131237118173315,0.11410452470702492,0.12183250438057365,-0.3769682919531619,0.1422335224034363,0.27429219500682606,0.40675720814812816,0.41422588512199665,-0.17619591023376524,0.4347202535691942
SHAPE_4,-0.39814520927133945,0.2295272785876869,0.28486481382425455,0.026738040938448976,0.2844491369885922,-0.11398316888685411,-0.13232830130310538,-0.7112917606400898,0.04499775368479859,0.2959049095403661
SHAPE_5,0.14149305523320313,0.167627943032935,0.5452440452629973,-0.40234727745135457,-0.38083636401613297,-0.5769978484091048,0.0679677432507807,0.08074761601674203,0.0010399469949597818,-0.06002050597535594
SHAPE_6,0.32965474298381475,-0.03322715929939731,0.47785471944058167,-0.19993099508008166,-0.10074372957296705,0.7166160985301658,0.029222345839869903,-0.24969911227988276,0.0014254353559276316,-0.18711658096291522
SHAPE_8,0.04368772816189604,0.19027272030957587,0.5098346778918827,0.5172041869343376,0.48817443999414795,-0.05672748892120309,0.0389860628151957,0.383215947210052,0.08732044726445383,-0.19215768755691184
SHAPE_9,-0.014135365787512432,-0.5313378935535563,0.15257867203690872,-0.35695745586032207,0.3716739005648104,-0.06440781186552982,-0.6163100543700042,0.17681107956099967,-0.09847376009265826,0.0607797734700149
SHAPE_10,0.29696848288160577,0.3639084051966146,-0.24154082146309575,-0.32682666919947184,0.4786938807843624,-0.11079156453971586,0.12197525245035022,-0.12915911423268261,-0.49912738586171895,-0.30349952895970544
