,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4091503039465117,-0.1625921465163617,0.20405017323563637,-0.3619163152270491,-0.06536371894051969,-0.07833746332955223,-0.01733287829097943,-0.06692550982746803,0.78276003856004,0.07508678865143244
SHAPE_1,0.4535034837205521,0.11828427498301529,-0.2627539022232654,0.08140496518078351,-0.06626908532457906,-0.051984501305720514,-0.0455931669796313,0.11503504907853762,-0.18546608786897503,0.8049059509461398
SHAPE_2,-0.043527890509789065,0.6137302691727069,0.04774010106025152,-0.18034999682046582,0.2958735810819741,-0.6566076879611901,0.042361631157741046,0.24317070046660805,0.04208486279768601,-0.07254499250881533
SHAPE_3,-0.3055411861948254,0.1078170113983287,0.18681388037433963,-0.22129904059195124,-0.7879663996351773,-0.2809740787642271,-0.13630798220475315,-0.23860817735111992,-0.10156536981009101,0.15962660109364504
SHAPE_4,-0.40161501637819363,-0.1716968654862666,-0.13431621490254947,-0.19985061499590925,0.2383824653838506,-0.09706516629041695,0.6663225307692647,-0.33923815127074347,0.07964105636492898,0.3458116086035901
SHAPE_6,0.383163847339331,0.1445552640122059,0.07130709033701087,0.2763469856675017,-0.39364468821732007,-0.017798854506892763,0.7121339952106832,0.13041314034308127,-0.0435099236929497,-0.2636824161117492
SHAPE_7,-0.4068140217602134,-0.057684145879039285,0.3172546279575926,0.12509664855854666,-0.0837910360477239,0.18326465710360393,0.0944990796344166,0.7301776357697963,0.22421075447070815,0.28619648854711244
SHAPE_8,-0.07931607023746179,-0.1653729492068126,-0.7751914755894018,-0.34273378347695865,-0.23192916879217634,-0.04713592699846548,0.016692493269719028,0.3779289389578029,0.0791139315089867,-0.20637734169973332
SHAPE_9,0.007012932429572111,0.5702987051819814,0.028240560302620916,-0.48729028846043687,-0.006334368258930277,0.6509434616714322,0.08764357977645058,-0.042168158328497234,-0.055912977746209264,0.010369422602498235
SHAPE_10,0.22744999782808645,-0.40619077884465676,0.3558791533202296,-0.5422315537200925,0.1013371994688912,-0.10866093344484484,0.09610310111027838,0.2374113203806722,-0.5224086937297581,-0.04498120970253999
