,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4401469622206018,-0.10070345538706385,0.1760425714239483,0.2987779922333398,-0.24132058696334435,-0.06516438195014623,-0.056634674038393805,-0.06085004619125006,0.7787601252018359,-0.003258945837375011
SHAPE_1,0.4667986748228211,0.1725050402040472,-0.23753739427713705,-0.14272817508682584,0.014982347510465469,-0.12829852553353083,-0.050248307360978656,0.10004941894893211,-0.13167794961560758,0.7930868925998181
SHAPE_2,-0.07578576768619762,0.6270765246473524,0.07146029019793786,0.13744422344142815,0.035333893445911695,0.1845209597568019,-0.6946470100130325,0.22441018817576466,0.04810493753290593,-0.08080289173061327
SHAPE_3,-0.3362261122966963,0.03880984983732288,0.1992600352505398,-0.047231905336574856,-0.5911035088042816,-0.6096782471750822,-0.20440129097151225,-0.2193380394921878,-0.09742723907340527,0.15171792578303378
SHAPE_4,-0.41029988058024297,-0.20538242253865208,-0.1603266366977477,0.17822552620616516,-0.0645794539216131,0.5205687693585442,-0.17777363024821474,-0.4686539856739046,0.1489958818397282,0.4282533778927731
SHAPE_5,0.19913394760229008,-0.10725622199110818,0.20723705524591987,-0.7694037253812512,-0.35308628009268334,0.38860014815717053,-0.16087296200650567,-0.03284086293896301,0.030335425305690365,-0.10175272728389342
SHAPE_7,-0.42847400077697173,-0.13579464097768965,0.31627697952691586,-0.0806796678484898,0.016051219490182556,0.061163365318559246,0.16028577914913358,0.6923767248589747,0.26132864699408503,0.33772946094358824
SHAPE_8,-0.06795868600723433,-0.1405132896248702,-0.7754287506517094,0.03266376439743754,-0.43883207431597154,0.02820749294692049,-0.061448888460561076,0.3712532147966038,0.07315323642995811,-0.181536222545932
SHAPE_9,-0.015652025952282465,0.5870317350763293,0.06668155849217476,0.1452139778374932,-0.4195774456852777,0.2941500424336995,0.6009496500654304,-0.05334786198882955,-0.05181746621056704,0.01934476688859582
SHAPE_10,0.27041543651167405,-0.35901725482108554,0.3055400657566092,0.4656489573317044,-0.30523952945530664,0.24591615612743192,-0.1478570685237319,0.21689334695306103,-0.5147215894773058,0.01759947910338678
