,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.43156253012242546,-0.1257100908451868,0.22758328528843705,0.2815752041848339,-0.2541173164690885,0.07130771428104604,-0.07574956344807102,0.025448876763730005,0.7646244226108881,0.07858408433031842
SHAPE_1,0.45514984168429323,0.13792217584029096,-0.35950090982204747,0.11604426059043661,0.011224474119302996,0.08333758643610846,-0.09052802495536476,-0.06856186700009571,-0.10100447338181255,-0.775203084206413
SHAPE_2,-0.07609630602280021,0.6137848104676621,0.09420163396837862,0.18027047799058316,0.03264323081096801,-0.17203466639164797,-0.7248350679701431,-0.0724320591456442,-0.005562653484653526,0.1215789313498854
SHAPE_3,-0.30530316092199755,0.08697762044920013,0.22930176211091577,-0.3100737510123994,-0.5831740370332921,0.5730704501594431,-0.1370657812774285,-0.0721686570077827,-0.001129997832602992,-0.24083505898375066
SHAPE_4,-0.43189936551313307,-0.2051762501173517,0.0019474733156930356,0.05185341289086376,-0.07226918320259365,-0.36584404344936866,-0.16239731178135813,0.6416162071668113,0.20287646180467392,-0.38782118750903244
SHAPE_5,0.24385931333946356,-0.05986095406756249,-0.09093874847501696,-0.6951657776587541,-0.30080634163201037,-0.5473452019984872,-0.1222632122086239,-0.1832509192222022,0.07778983415231017,0.027790484055310857
SHAPE_6,0.42245962927593367,0.16877001306118722,-0.10033581912844401,-0.24793364818379487,-0.02462915613976832,0.2750198631595202,-0.06598311161037766,0.7256866278694344,-0.1832480924865077,0.2840931837809295
SHAPE_8,-0.12566032533769564,-0.1968824315542858,-0.7267538449413614,0.2943762955222203,-0.46420660214662957,0.023985539785283932,-0.14635501700755457,-0.048679671370988976,-0.05340271700240286,0.29650262914895215
SHAPE_9,-0.01413573914018244,0.5719278313031603,0.06932903936625295,0.21409280051336832,-0.4245347279833269,-0.291629498678843,0.5862912816128093,0.0990072090546424,-0.055116524909268765,-0.01418690618546255
SHAPE_10,0.2590846094691807,-0.3752991681774829,0.4540849106519242,0.3141615799478609,-0.3195457284716105,-0.187821083096892,-0.17624292135853714,0.01230570621889225,-0.5643010780973688,-0.01000793624367995
