,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.3989145232510527,0.15346371129747566,0.26835287655723417,0.3506678875948807,0.06598490256206255,-0.04124981839414473,-0.03302766283634475,0.02022668245158034,0.7697096266001244,0.14942037795222707
SHAPE_1,0.44942067807361724,-0.16050109446209318,-0.03641812532310952,-0.19527594951352564,0.07056422784181873,0.018882203283825227,-0.12765872184673874,-0.07184744163140294,-0.2628128604449077,0.7980828433730067
SHAPE_2,-0.057747012269227245,-0.6118446232095996,0.1691327979844912,0.10111428038013122,-0.16160253108129966,-0.7448239976202714,0.01938824363398118,-0.03519984280361894,0.026007416657939438,-0.017662232131653046
SHAPE_3,-0.29570226015786355,-0.07570834415786264,-0.23813796223514777,0.5549208729302754,0.5761712362451872,-0.029130561233436464,-0.41243658448527454,-0.13088765372842093,-0.089688749265264,0.11865954134387617
SHAPE_4,-0.39164835250261587,0.16400009313385167,0.11505329247541615,-0.0536362681523998,-0.3637841530552646,-0.050047072588686625,-0.512168718760788,0.5660647120185863,0.09221005363654342,0.27840448975022963
SHAPE_5,0.20172949209373034,0.10343143708117872,-0.7218048992292204,0.23345524035674084,-0.5423824241909491,-0.10608555485131464,-0.1440534866670878,-0.20248801232690872,0.0673045845425471,-0.037255063612141114
SHAPE_6,0.3826827713516313,-0.1317189134546698,-0.32311302026882915,0.055769889282824316,0.27368676065725045,-0.07787846599457274,0.11626997326901756,0.7640561013530297,-0.08739870373830154,-0.20684113563907375
SHAPE_7,-0.3975347033995645,0.11626438691327459,-0.1989465046996537,0.21297364780832245,-0.016545954911894322,-0.07301922203853503,0.7115977653718747,0.14212952431779247,0.092051991785539,0.4503997552929137
SHAPE_9,-0.0017502352651354817,-0.5750225113545764,0.1421889202358317,0.3923255993780821,-0.3089303366878257,0.6203947788632109,0.05969458102179923,0.09221104224849681,-0.05305014221277424,0.0008436084912375113
SHAPE_10,0.22259264577364182,0.414114030854474,0.37802891963686025,0.5108546110105411,-0.1882664129905509,-0.179680659884309,0.07490561489856978,0.04628349897274007,-0.5457078085845579,-0.04247797378600107
