,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.3971369016093221,0.29031582513655263,-0.07687403427847457,0.26569435131926467,-0.24455525404324321,-0.07943610639321622,0.030073341276949793,0.03301099330369094,0.7786630587528175,0.08407282382790719
SHAPE_1,0.44680448030685693,-0.17582227486857455,0.2322052363331614,-0.07685656844986358,0.02194920288781497,-0.07943471091484798,-0.06934995169855564,-0.0546799487307805,-0.196859999868979,0.8101118856032102
SHAPE_3,-0.2929924928880445,-0.1402607339992769,-0.26119633642491596,-0.01049048653507401,-0.5902115987737081,-0.6079804300332997,-0.022678009164851524,0.273165762321402,-0.0952840323234122,0.15474476368872025
SHAPE_4,-0.3972923322076889,0.21525880664336078,0.16332883357629516,-0.0446083213868843,-0.09201950543794597,0.30975396522896037,0.6992789159861434,0.22232179714850048,0.08298383584922979,0.3426905740148808
SHAPE_5,0.20039845791848096,-0.04150553785479283,-0.3066552600133909,-0.6828049795171892,-0.3568422895678813,0.46730638321321727,-0.1441980318269472,0.16634796393492968,0.05323643741354168,-0.029105818516523857
SHAPE_6,0.38633566389251933,-0.22446590501318625,-0.16747983246817244,-0.19825401758284703,-0.025670353433122968,-0.27217205259905414,0.677706319127701,-0.36347522457252307,-0.08236450876274909,-0.24512254708874714
SHAPE_7,-0.39343946753465214,0.06531110405386968,-0.35888448744681256,-0.09400257565685789,0.012400187633629,0.038483102242863595,-0.1190270343201428,-0.7458093201010234,0.1832459192373644,0.3125580393077418
SHAPE_8,-0.08450568794131402,0.044479587058825265,0.7508927469241771,-0.2071223724743986,-0.46303832337094486,-0.04800846556996485,-0.09507677649145746,-0.3458018985986723,0.05960475066006813,-0.1877769581115373
SHAPE_9,0.009760155492618735,-0.5995578442741655,-0.058843411499678505,0.532775593896742,-0.3646171302149757,0.4543808859994477,0.03749059604412741,-0.10336149317826658,-0.031559210022722356,-0.025099446134103285
SHAPE_10,0.2179824900378196,0.6332239629084128,-0.16457154816783096,0.28334843658588915,-0.3277107682472703,0.13817263090192405,0.009454280206860476,-0.15998088966045382,-0.5396469308996047,-0.027437452464371417
