,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.38219052445059587,-0.08097639330170124,-0.019983931559551228,0.146865997193845,0.4847869398059731,0.3502154900777087,0.5499311711398075,0.040756133906619654,0.4036701714784764,0.026457868682495216
SHAPE_1,0.46543081967647576,0.02461483094541821,0.2025653214626028,-0.10371657570082392,-0.06955125544661071,-0.18301595401259976,-0.13449116595612062,-0.07695485276689518,-0.008257371452286357,0.8176601377303441
SHAPE_2,-0.02865183638590754,0.6678430576578573,0.12472605859194055,0.025086031360001856,-0.29134843320062265,-0.40892778634925125,0.45663206432974035,-0.07761263054375826,0.2536461516377652,-0.07745997119206889
SHAPE_3,-0.29921332980617793,0.16166593354375874,-0.21857192283626814,-0.45131125139157535,0.6577663399184832,-0.30085965814071125,0.13380428727725457,-0.062478269883272854,-0.24658899735789827,0.16460143124254062
SHAPE_4,-0.4122354866598121,-0.13553606996376277,0.15715874161104912,-0.048426861839643336,-0.20758173599120688,0.16793838788328858,0.3896137028137691,0.6565276148649899,-0.12712680507066584,0.3381801235358405
SHAPE_5,0.20716294248565295,-0.15175841879787363,-0.4535046069487668,-0.6251169495483254,-0.43195149539867483,0.1995656297503313,0.2780312311350232,-0.1756252123428258,-0.03417257112825854,-0.04351308055128753
SHAPE_6,0.40353063628799624,0.06964525434138998,-0.21430234146904548,-0.17918120847291158,0.06896871238329498,-0.3115164199602509,-0.2524882814842906,0.711207278628284,0.16171273839126787,-0.2382537862960319
SHAPE_7,-0.4054331651834877,-0.000602060589452584,-0.366411348568601,-0.005844925903746618,-0.034808376844067575,0.039699996153856186,-0.27555728785239775,-0.03010102927366096,0.7347780605685408,0.2860205318430133
SHAPE_8,-0.08044750434892067,-0.2641326299675291,0.6808578338328641,-0.5262671053366008,0.04806981948590797,-0.07674178053920613,-0.056251178144278276,-0.06377601347626424,0.3538115163329664,-0.20645465440723051
SHAPE_9,0.02038633470838617,0.6361361458170384,0.1453347841257241,-0.24728242930481348,0.06820918541614181,0.6431004505978553,-0.2848242522959692,0.09913457638078946,-0.057256600413602206,0.013523397023745935
