,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.41850564671154955,-0.16888685313992202,-0.07346542951746275,0.3722270288690398,-0.12466034017390833,-0.009454346339746431,0.06454051665191718,0.03996256245330902,0.785726381579637,0.11671378529306871
SHAPE_1,0.4554917749578858,0.12214193225230152,0.2762086335517026,-0.09056064159704394,0.1119933638648771,-0.04334815849922898,-0.0655204583432429,0.06031977980248264,-0.24419230192852218,0.7817501450356744
SHAPE_2,-0.04633803091008936,0.6227824718320323,-0.0619968324549028,0.18345221097662542,-0.0363114635673146,-0.701669908975529,0.033219855219691195,0.26745721583286913,0.04491149635479696,-0.06467852494193152
SHAPE_4,-0.41917501238060023,-0.15539753564285488,0.1110137332224176,0.07291032466617595,-0.2529915130952214,-0.29202939293507707,0.48389902030849297,-0.5189655666723949,0.05584347357772834,0.35583151024095794
SHAPE_5,0.22186368071545462,-0.11323210112908358,-0.2026950400198156,-0.6321328016099664,-0.6089239979262635,-0.25794894806595814,-0.22525496520609692,-0.06186346499585205,0.06499679960453686,-0.0340627900269664
SHAPE_6,0.4113817909843177,0.11565123994106559,-0.0824999601558071,-0.27638078942882727,0.10813090292359794,0.08147731149020283,0.8057904556613813,0.058378286198828844,-0.08704114234892528,-0.23576246712523846
SHAPE_7,-0.3988267335387111,-0.07563340518828562,-0.37760835980599755,-0.1291382247334664,-0.10580505227313815,0.19367900515298533,0.20271143713798975,0.65325035456021,0.10030469762634114,0.3864670997416306
SHAPE_8,-0.0901004463085953,-0.1420586577589869,0.8161087185701377,-0.03895271736663439,-0.2981241539588189,-0.005037416291037236,0.10154368167260001,0.4109071918273562,0.06227615479537814,-0.17947965577900968
SHAPE_9,0.01529691188104509,0.5683378944991356,-0.007383453343663876,0.227541502881755,-0.5613992082103754,0.530641267787317,0.02076164236276399,-0.14510668552021552,-0.07598384416524337,0.030308821119760673
SHAPE_10,0.2316291052653474,-0.41163870486470944,-0.21348633033453648,0.5180036964828617,-0.3299568749039024,-0.1676795312952095,0.06638991640081371,0.17330345427060506,-0.535121477896552,-0.0721984941803623
