,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
SIZE_0,0.4637846828669904,-0.08000816111917694,0.07078698522036467,0.3067835376525581,-0.2519863794571922,0.07378502683121117,-0.06311532403896747,0.005543999636056487,0.014030165270985882,0.778603258808117
SHAPE_2,-0.09380681842668656,0.6173077619941568,0.10292428649942502,0.15687674488519615,0.034152773001991765,-0.1781404940482113,-0.6957074363670568,-0.07724291751428308,-0.2268491981711348,0.024318190811485056
SHAPE_3,-0.3171722963189964,0.07274719829458152,-0.31805115007179846,0.028040468673839528,-0.612764717952041,0.5544477684472661,-0.1844079349909189,-0.06899031130946628,0.2596206804114577,-0.0557225528855624
SHAPE_4,-0.4238605923519579,-0.22954756737382237,0.08643315827794647,0.07808738491046988,-0.08034210699343777,-0.376972854360687,-0.19767220027384064,0.6538540247645298,0.3299468040884337,0.17336123257728606
SHAPE_5,0.2354516222128767,-0.053147993874814864,-0.4517651223335747,-0.5426757896199803,-0.3000827246524847,-0.5325052787277404,-0.15260866159308334,-0.18947662722009084,0.08863203562584455,0.049911309788329083
SHAPE_6,0.4141390042482778,0.18909176594566937,-0.15228404786360727,-0.2889606819222747,-0.013472883975895921,0.3018815524572141,-0.05365151092131427,0.7118994025714207,-0.2572903695305501,-0.13730591285747246
SHAPE_7,-0.40483211126447527,-0.09535443716442017,-0.4573979406039433,0.1244728972816479,-0.0037120358620157386,-0.06959967778099413,0.18099586487244265,0.05139843424987942,-0.7045375851569042,0.25628052866994094
SHAPE_8,-0.12970551794160884,-0.2352381293182162,0.6460558997125906,-0.39597607345675523,-0.42378783037392403,0.03667820887325428,-0.07653129809854554,-0.0578505289406209,-0.40420646119245435,0.011234860498341322
SHAPE_9,-0.025831958611347374,0.5825721295491549,0.13797431218164571,0.1269460957918947,-0.4135232457982298,-0.28907585050713763,0.5954601511046222,0.10754044364111082,0.04329783966180073,-0.04702592981204384
SHAPE_10,0.2958370335673483,-0.3348812372890702,-0.05337040027144601,0.5549671052347375,-0.3354973315915835,-0.22102551040117574,-0.13989214111533874,0.03824219661242844,-0.19076178193214424,-0.5202547924021238
