SHAPE_1,SHAPE_2,SHAPE_3,SHAPE_8,SHAPE_9
0.463,0.476,2.397,0.899,3.456
0.578,0.434,2.266,0.970,3.178
0.535,0.439,2.325,0.960,3.055
0.523,0.448,2.483,1.006,3.281
0.518,0.466,2.418,0.930,3.145
0.532,0.460,2.574,0.939,3.226
0.575,0.452,2.325,0.899,3.281
0.524,0.461,2.450,0.979,3.227
0.491,0.470,2.463,0.934,3.319
0.533,0.435,2.332,0.912,3.175
0.501,0.463,2.477,0.902,3.155
0.608,0.442,2.309,1.039,3.097
0.506,0.441,2.390,0.964,3.130
0.507,0.461,2.374,0.905,3.165
0.500,0.453,2.303,1.006,3.147
0.527,0.447,2.420,0.836,3.293
0.563,0.443,2.254,0.903,3.200
0.522,0.461,2.473,0.892,3.265
0.484,0.492,2.432,0.963,3.292
0.477,0.440,2.339,0.953,3.047
0.610,0.458,2.239,1.003,3.171
0.471,0.449,2.463,0.947,3.087
0.531,0.463,2.439,0.954,3.180
0.506,0.450,2.291,1.050,3.109
0.539,0.454,2.449,1.006,3.245
0.581,0.447,2.123,0.959,3.214
0.544,0.456,2.241,0.943,3.130
0.641,0.440,2.255,0.986,3.275
0.490,0.451,2.348,0.966,3.136
0.516,0.454,2.307,0.965,3.079
0.543,0.419,2.426,0.973,3.094
0.516,0.445,2.204,0.917,3.258
0.582,0.426,2.270,1.018,3.111
0.499,0.447,2.480,0.967,3.124
0.639,0.438,2.253,0.970,3.173
0.499,0.445,2.305,0.969,3.234
0.519,0.416,2.267,0.885,3.023
0.573,0.424,2.278,0.998,3.064
0.677,0.421,2.152,1.039,3.120
0.552,0.435,2.300,1.024,3.163
0.524,0.470,2.378,0.932,3.219
0.556,0.442,2.311,1.024,3.038
0.511,0.447,2.389,0.954,3.135
0.476,0.452,2.365,0.947,3.006
0.496,0.458,2.462,0.941,3.170
0.519,0.452,2.509,0.870,3.166
0.510,0.453,2.290,0.977,3.119
0.503,0.463,2.350,0.963,3.069
0.464,0.451,2.407,0.926,3.069
0.593,0.449,2.401,1.014,3.053
0.490,0.460,2.348,0.899,3.176
0.516,0.441,2.428,0.887,2.967
0.543,0.469,2.510,0.999,3.252
0.463,0.434,2.471,0.930,3.075
0.606,0.443,2.319,0.982,3.118
0.714,0.440,2.118,0.976,3.116
0.510,0.463,2.391,0.929,3.240
0.589,0.459,2.324,0.877,3.333
0.475,0.469,2.274,0.967,3.117
0.509,0.458,2.379,0.994,3.237
0.494,0.451,2.489,0.978,3.069
0.508,0.446,2.313,0.953,2.999
0.513,0.458,2.233,0.921,3.185
0.577,0.446,2.346,0.972,3.014
0.541,0.446,2.121,0.912,3.074
0.503,0.445,2.460,0.969,3.048
0.527,0.467,2.439,0.985,3.228
0.566,0.438,2.340,0.927,3.049
0.570,0.448,2.262,0.955,3.065
0.514,0.441,2.343,0.994,3.058
0.577,0.445,2.288,1.003,3.146
0.514,0.438,2.422,0.936,3.028
0.476,0.442,2.326,0.965,3.044
0.493,0.489,2.481,0.936,3.253
0.492,0.458,2.449,1.016,3.060
0.752,0.446,2.163,1.044,3.108
0.500,0.446,2.307,0.854,3.111
0.492,0.457,2.446,0.847,3.181
0.504,0.447,2.333,0.955,3.140
0.676,0.453,2.254,0.972,3.335
0.541,0.448,2.337,1.012,3.130
0.505,0.461,2.286,0.960,3.329
0.484,0.449,2.378,0.961,3.081
0.504,0.452,2.379,1.010,3.132
0.497,0.438,2.294,0.914,3.145
0.491,0.456,2.415,0.876,3.164
0.480,0.451,2.478,0.951,3.121
0.484,0.468,2.435,0.947,3.207
0.491,0.476,2.400,0.869,3.183
0.494,0.446,2.421,0.979,3.077
0.515,0.452,2.229,0.939,3.159
0.538,0.465,2.273,0.959,3.191
0.521,0.432,2.208,1.012,3.097
0.453,0.437,2.339,0.892,3.070
0.482,0.440,2.317,0.920,3.016
0.510,0.443,2.422,0.962,3.211
0.523,0.433,2.418,1.050,3.093
0.540,0.461,2.321,0.898,3.324
0.552,0.441,2.333,0.889,3.072
0.629,0.456,2.436,1.045,3.005
0.621,0.461,2.206,0.981,3.031
0.515,0.453,2.283,0.909,3.136
0.489,0.459,2.354,0.913,3.046
0.489,0.450,2.452,0.902,3.206
0.525,0.472,2.496,0.944,3.388
0.586,0.450,2.305,0.935,3.076
0.575,0.443,2.385,1.004,3.134
0.517,0.450,2.403,0.992,3.143
0.501,0.454,2.348,0.942,3.201
0.481,0.447,2.434,0.928,3.121
0.562,0.463,2.198,0.964,3.125
0.551,0.445,2.266,0.942,3.121
0.500,0.449,2.428,0.972,3.075
0.518,0.440,2.466,0.958,3.024
0.592,0.467,2.413,0.932,3.266
0.570,0.462,2.212,0.962,3.253
0.491,0.457,2.290,0.930,3.066
0.536,0.416,2.287,0.926,3.023
0.522,0.439,2.343,0.942,3.047
0.625,0.434,2.305,0.914,3.070
0.584,0.455,2.238,0.994,3.129
0.521,0.430,2.303,0.968,2.948
0.553,0.442,2.375,0.952,3.111
0.509,0.440,2.396,0.950,3.164
0.592,0.439,2.193,0.929,3.113
0.505,0.445,2.287,0.971,3.200
0.522,0.445,2.327,0.958,3.121
0.453,0.450,2.375,0.957,3.182
0.474,0.444,2.330,0.955,3.099
0.499,0.470,2.375,0.930,3.209
0.524,0.417,2.309,0.972,3.084
0.521,0.451,2.234,0.933,3.267
0.506,0.452,2.169,0.959,3.100
0.659,0.429,2.225,1.046,3.081
0.484,0.452,2.232,0.896,3.096
0.482,0.434,2.269,0.903,2.996
0.494,0.448,2.293,0.895,3.035
