,PC1,PC2,PC3,PC4,PC5,PC6
SHAPE_1,0.5614942249881925,0.029589367321881273,0.15059795357320838,0.07013217844814128,-0.02102050434899874,0.8098200892599503
SHAPE_2,0.12562523994696034,-0.6848229492060801,0.11385411161537494,0.6919271202273193,-0.05126139600108319,-0.1445067409195072
SHAPE_3,-0.49923226612541427,-0.1168360776297693,0.014254698205476691,-0.01743173662082886,-0.7928236624751264,0.3286944687401256
SHAPE_4,-0.4316726882412595,0.06069113148744666,0.8186880960273258,0.059756621372482485,0.3378196052827935,0.14843226973004509
SHAPE_7,-0.4823477512848449,-0.11631021362726371,-0.5395580538938588,0.1882862154977029,0.4875298668435526,0.43537640898855046
SHAPE_9,0.026627352656232613,-0.7065973742599257,0.052737170272299204,-0.6906460161719074,0.12866075982422034,0.06069938120357368
