,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
SIZE_0,0.4182251162036407,0.09360577913781662,0.29365782825032954,-0.20277159820664498,-0.6738836056407497,0.2300984632650266,0.4264055514975393,-0.009399896821346579
SHAPE_1,0.5423309849204305,-0.12092306760457999,-0.08464534947988882,0.01220038429426269,0.2347102720715099,-0.0005244987775401042,-0.052628039192424717,0.7912535197563065
SHAPE_2,0.02236319894369795,-0.6926194341883208,-0.07896769537166909,0.13590211123580415,0.25908614950849834,0.49416765976261523,0.38789038433438605,-0.18244633974271957
SHAPE_3,-0.47729252698260277,0.06766893911499237,0.10561600177500913,0.2795796403900261,-0.3034618990077961,0.5822081086226529,-0.2710742424300915,0.41684120766741023
SHAPE_5,0.11872170788124822,0.18603919625220644,0.7578621736616239,0.5033228638441806,0.32838089498319606,-0.03649536744761323,0.09724343186969232,-0.07059309401965155
SHAPE_7,-0.5130459978467304,0.013226829853472472,0.051303746860976086,-0.08793191216583221,0.04123746567239285,-0.33387929033807007,0.677158644509978,0.39309670632051763
SHAPE_8,0.1536916807733005,0.20958837997798688,-0.519486843256679,0.7385569008942244,-0.20517842279640774,-0.10676392166901957,0.2441777106828983,-0.06323944590443067
SHAPE_9,-0.04152605716346139,-0.6431189495768767,0.2058054395529684,0.2357296080701413,-0.4241986460019819,-0.48957189162669584,-0.2526767316236033,0.057259210230812596
