,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
SIZE_0,0.5030809971461225,0.08898791481283842,-0.10174834394500716,0.1345643043610755,-0.6326571137886067,0.165275465842774,0.13497786222340635,0.5145292579598534
SHAPE_2,0.013554610691566,-0.6393020518830314,0.30804316023979816,-0.021241116005733054,0.33638368568838,0.45290067415069857,0.15857303502290654,0.3903190660570196
SHAPE_3,-0.505349614124553,0.029103079904759965,-0.017002953751607115,0.2391805644973356,-0.4188859002318904,0.6342881846248319,0.0855340704568062,-0.31808074383405155
SHAPE_4,-0.46322226724655197,0.24046469158742026,0.33190831951080124,0.03476892350813266,-0.059617213342177844,-0.3365985622115132,0.6193874881005053,0.34020021751805857
SHAPE_5,0.11678170372580561,0.2014490455490736,0.08961283540762599,0.9053274414186665,0.32711348593448214,0.0013885238879249922,-0.08876901621305941,0.05698228100534497
SHAPE_7,-0.510309223882649,-0.06859122684732266,-0.3038140760979004,0.04156733668371501,-0.056573952556651624,-0.1107131137096333,-0.564404852858301,0.5539296523210367
SHAPE_8,0.044402319943538535,0.33572382474564866,0.7762254336663058,-0.17080568186591605,-0.10094977714916514,0.12981379916035413,-0.4728219033342178,0.0549036467109176
SHAPE_9,-0.027343100581520216,-0.6055632249900361,0.28538583700265246,0.2692672313616083,-0.43263920365709657,-0.4720529234190373,-0.12524098054084437,-0.2299992854055569
