,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
SIZE_0,0.39979968778220465,0.17234659357454546,0.1305973741464727,-0.5327013966161459,-0.47487043289869674,0.1993199121734528,-0.48803045800796846,0.07890707109036452
SHAPE_1,0.508718257369289,-0.05842561255842541,-0.03298658151658438,0.2927937795076127,0.09214375839783245,0.003294236013104565,0.10779974467113813,0.7942630303520822
SHAPE_2,0.05950516016360414,-0.6946100316689566,0.04210324601948942,0.22405443822281168,0.18001405895825476,0.47295342694784853,-0.4335214557556966,-0.1340600877262075
SHAPE_3,-0.45137452591034233,-0.010250003311519687,0.21559175292134222,-0.20596176467484145,-0.17158467858807908,0.6405159402355963,0.3921987990126672,0.33724479653007616
SHAPE_4,-0.40078844770506244,0.11979975523925945,0.10521722119511999,0.5688646522683224,-0.5456778863344467,-0.14064271822141333,-0.37694728985324316,0.17522840364380235
SHAPE_5,0.08846005773469012,0.2228764705894491,0.9027659006239992,0.12066900061467561,0.31816362677662796,-0.03025538158307098,-0.07288690796355406,-0.07414603922987355
SHAPE_7,-0.4534574477609756,-0.053486557978477844,-0.04956105444394729,-0.38480813554514226,0.4253654060863943,-0.2751069803182686,-0.4390842007639673,0.43768415234159536
SHAPE_9,-0.002428782280626417,-0.6460713787463466,0.3241766354470071,-0.22723354382244654,-0.35246710295429834,-0.4795158953980273,0.2612432592759629,0.05868310704182015
