,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
SHAPE_1,0.5638403125510367,0.029819818283505772,0.0805126465790803,-0.017649100878893372,0.08919229634484344,-0.006594474580791789,0.017568833838672176,0.8161456283128472
SHAPE_2,0.10913968896864,-0.6215403120538935,0.309473523981616,-0.051510109832440136,0.6837980404611835,-0.016332294405431345,0.09740427800062428,-0.16129140699772188
SHAPE_3,-0.4945443705459768,-0.04667317157314453,0.1349738163217689,0.13853042481867114,0.15838087629568878,0.4965163895987744,-0.5778212743678744,0.3321873247057707
SHAPE_4,-0.41486988739492303,0.19311888299430316,0.42952202807420065,-0.06115188619422857,0.08557273669935446,-0.7366235695381612,-0.05686413336912207,0.22178557583551253
SHAPE_5,0.07449714850678515,0.20452960379388488,0.12855039939975285,0.9391002480370262,0.14589911205259115,-0.008612105550789449,0.16671381052071102,-0.07091629649908596
SHAPE_7,-0.48981223952279207,-0.14119092206085046,-0.1772051866437065,-0.012055718045168029,0.00879731346238972,0.18395896344993473,0.7453091216665891,0.34525077151703254
SHAPE_8,0.08835479284962373,0.36817758258290384,0.7302633053238926,-0.22706530302729558,-0.08845092622693024,0.41751517301147134,0.26249090817243326,-0.14405411623436992
SHAPE_9,0.0144584849451941,-0.6131909681320792,0.33738015581825753,0.20122554012350655,-0.6803456980972837,-0.04809337204566362,-0.03020148337158961,0.05809759310279098
