,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
SHAPE_1,0.5365379365758282,-0.11186094235072004,0.17323566657597828,-0.10149759024568998,0.03220903522634816,-0.1352259594775904,-0.06329744935447643,0.08868780230287708,0.7925315386485965
SHAPE_2,-0.056916085044226086,-0.6427649162406434,-0.013807387176449066,0.10810978974909846,0.025289610720700503,0.20934373508931345,-0.6855677042895915,0.225323933238681,-0.08060480907838996
SHAPE_3,-0.39352523071279927,-0.09251904938254848,-0.12677019446186036,-0.34987738048596256,-0.4030059982406737,-0.6348027207374023,-0.23610961950242818,-0.232407653914769,0.1514722939050312
SHAPE_4,-0.4611419700489798,0.1655578128120414,0.22173676752728905,0.0661651868671582,-0.055195463939113086,0.5396671523507226,-0.14791327675064384,-0.45417541859737864,0.4288972431557628
SHAPE_5,0.23154845162471444,0.139989993452068,-0.33719131320473594,-0.7855596123792798,-0.042868920680292986,0.40303495145422025,-0.14342779376533862,-0.02832818283801292,-0.10167249165813266
SHAPE_7,-0.4826433204873382,0.08494138846453746,-0.2938586763300815,-0.06720417640662357,0.08963039939619498,0.07929132038278405,0.17778842205530776,0.7129869554493898,0.3386609205264757
SHAPE_8,-0.061400237038519115,0.15757527426566295,0.8020773946259607,-0.2879958637273621,-0.2592093316899217,0.02097736605349536,-0.06276838757087713,0.3751018292751428,-0.1812718925045797
SHAPE_9,-0.00476830895910867,-0.6043109473303094,0.009923379951922195,-0.07430018390062665,-0.47227815750842733,0.23625491439993843,0.5888045924530668,-0.05697137452879946,0.01915523745291015
SHAPE_10,0.22587959622421178,0.34862200487155537,-0.24715048009895904,0.3756807932622124,-0.7299007817717839,0.13672340997012492,-0.21343217251915012,0.16725718505078296,0.01565206719179938
