,PC1,PC2,PC3,PC4,PC5
SHAPE_1,0.6145130430219616,0.06533722067783193,0.07420865305641082,-0.2825752409034378,0.7298966204812174
SHAPE_3,-0.5069482820160854,0.08441951924116445,0.3417351807115693,-0.7825894582845376,0.08153275524581823
SHAPE_7,-0.6022833158214587,-0.03207076991996731,-0.13631012330679496,0.3977822148846702,0.6778016915037776
SHAPE_8,0.049040846602149586,-0.5863913839413507,0.7702946238627439,0.24420082617742844,0.02742788993536216
SHAPE_9,0.015065263505211843,0.8023222562794041,0.5155345621855277,0.29973361344030985,-0.02087848367182864
