,PC1,PC2,PC3,PC4,PC5
SHAPE_1,0.6137200287845926,0.07638370190182955,-0.22305829899956336,-0.17140058113107332,0.7337438874619417
SHAPE_2,-0.023222616130118463,0.6903532938002014,0.5197749287658039,-0.5025606081377434,-0.01182786599564895
SHAPE_3,-0.5121686701108857,0.15731220053227524,-0.6908661057307705,-0.4769005673194363,0.09058696243577351
SHAPE_7,-0.6003579157824451,-0.07366275110541202,0.337338863098456,0.25960749059968297,0.6730160579993003
SHAPE_9,0.007877987237665068,0.6981436317021449,-0.2983044318641047,0.6505570502662222,-0.01798324525686384
