,PC1,PC2,PC3,PC4,PC5
SHAPE_2,-0.5676779111787449,0.38783560319606314,0.05075763971840684,-0.7238959369350618,0.026901088312702166
SHAPE_3,-0.4710841744116675,-0.5215617457538272,0.2190418687199766,0.0803759089670729,-0.6720218887733311
SHAPE_7,-0.3486308203396708,-0.6300733559578999,-0.18750694389879283,-0.0525717034900328,0.6659890984116252
SHAPE_8,0.21688318495986755,-0.1343894334921441,0.923127372536994,-0.16869504483418385,0.2329785401462183
SHAPE_9,-0.5359475020648636,0.4031177700590447,0.24924149297530254,0.662036693535316,0.22325418940150768
