,PC1,PC2,PC3,PC4,PC5
SHAPE_1,0.612807913641554,-0.058380556715071225,-0.11156154576120529,-0.27871395893539275,0.7286499311588899
SHAPE_2,-0.03300590722313706,-0.7067505690979868,-0.6431431548668389,0.2924756696785586,-0.015463122648962572
SHAPE_3,-0.5093886676042629,0.031841339761658316,-0.3633707850226967,-0.7754188694123773,0.07871825677538757
SHAPE_7,-0.6008407904946584,0.015295518753689836,0.17215645234671859,0.38365453686155937,0.6796526641195066
SHAPE_8,0.05376430842827585,0.7041644125241971,-0.642062872593238,0.29717214715617596,0.026568061005439063
