File,CircHead,CircNeck,CircChest,CircWaist,CircHips,CircBicepLeft,CircBicepRight,CircForearmLeft,CircForearmRight,CircThighLeft,CircThighRight,CircCalfLeft,CircCalfRight,CircFootLeft,CircFootRight,LenHead,LenNeck,LenTorso,LenHipdrop,LenUpperlegLeft,LenUpperlegRight,LenLowerlegLeft,LenLowerlegRight,LenFootLeft,LenFootRight,WidthShoulder,WidthHips,WidthFootLeft,WidthFootRight
SPRING0014.obj,0.5481380225511961,0.32395132934692134,0.9226242927734147,0.8201917786978193,1.0471540558123975,0.2770895420475468,0.26815041254859656,0.21090343480439866,0.2263827845086261,0.4610870434187728,0.4600424549048642,0.34471211970410615,0.32811839871607335,0.2336874532756958,0.22524953779640874,0.2008881573017964,0.09121932441065486,0.4231628455155724,0.18005864558414889,0.4691199038661279,0.47103313686634546,0.42179476582231423,0.39846354766223696,0.22465563788407084,0.2194078140552541,0.35492508901202224,0.3684329269537732,0.09641747463894158,0.07597773496050748
SPRING0015.obj,0.5938519200599144,0.32107576568310603,0.8535438518763779,0.7629394347179193,0.9412036914310021,0.26778703058352293,0.2492935218643408,0.2101172435332911,0.22091867324881193,0.4436295998125145,0.4421842946902047,0.29811927322374787,0.28777917812882586,0.22545939940596743,0.2108705147538214,0.20664728108386557,0.10345210063438388,0.411363605507607,0.15192914294334678,0.4567280290190779,0.46025751910667867,0.4184659016531391,0.39333700071705296,0.2225339724428282,0.22494423895772872,0.3782880420744095,0.3253140169890992,0.08727679016837246,0.07619231257166593
SPRING0017.obj,0.5893727831745079,0.3849566872150169,1.2427753730906161,1.0843255831509695,1.3588208022258859,0.39765306999502137,0.41285628606086117,0.2615055115378122,0.2775934726650859,0.6207668866084437,0.613033946579323,0.4014181769695894,0.389306007593009,0.23913956446198703,0.22946313240683552,0.2197941668314237,0.09222531295422835,0.46783415314521415,0.17511413254448238,0.41386352895611006,0.4509096646781793,0.42508586683688193,0.40355727563238986,0.2334859904390902,0.23839495331171376,0.4170070636859222,0.4707825705190562,0.10578599109023687,0.09033400181893862
SPRING0052.obj,0.5592347287970499,0.3009049140096334,0.7641048621263535,0.6554139192307021,0.8682458244799592,0.22952378004960217,0.22222441768981258,0.19605113558459034,0.20157256700300644,0.41228561071332087,0.4207149255628418,0.32961783480092843,0.32294180382197574,0.21399719522135885,0.2127912477547734,0.21444747525715754,0.09483176751915491,0.4538942535706871,0.12290990847190791,0.41994066094461235,0.448567343797685,0.4083545434711279,0.3896628931910745,0.21802143146447966,0.22252333625971474,0.3629394379870147,0.3209294658915613,0.087594377639529,0.07544401181833589
SPRING0053.obj,0.57432574134207,0.3296486189929917,1.0116083096179036,0.8312858155220336,1.0010448106527503,0.26351910917889976,0.2662607193119682,0.21127611161767132,0.22599081649439406,0.43296393024908086,0.4395283360585874,0.31640639624068895,0.31588994437299417,0.23601495174796736,0.23165332180440834,0.2036824501439608,0.11143147660172682,0.45136016170624194,0.14557114214398778,0.40652735639094945,0.4508939676889007,0.40362730799211405,0.376992844587168,0.2293473513295525,0.23448596809709693,0.3971766375416744,0.3347302551636307,0.10286576019299376,0.08430274437672117
SPRING0054.obj,0.54372008565612,0.30790440952396847,0.9437060204844128,0.8791422275793732,1.0969187234621314,0.31570623962081173,0.2986599814456429,0.22985734390142684,0.24292122112474548,0.5700380918438385,0.5789969679477269,0.3892473926780323,0.37951520088968654,0.22937681774323604,0.2246209005284988,0.20700660537800952,0.11058236791742979,0.4520858419494806,0.1350143820952148,0.44830087190618906,0.48002030236298426,0.4110352802961716,0.39228627229797436,0.2434006536935848,0.2440262114063878,0.4089900864150108,0.3804422671921671,0.10146730662094511,0.08423325971027516
SPRING0055.obj,0.5589584797339737,0.3375157918779345,0.9881615491050959,0.8693300678924933,1.0580876244069646,0.2744265370921375,0.267384194674302,0.21681101320825213,0.22726878998608335,0.44786794902682847,0.45751738153045585,0.3536864928455987,0.35058661659200174,0.23461589560381504,0.23238923128263933,0.2062401675231731,0.10593549325575446,0.4505866792968389,0.16611184989905797,0.4349066864617142,0.4458144048746001,0.4000437140956957,0.38537245775446516,0.21576799499891405,0.2249723300916488,0.41976054698100534,0.36905788598510775,0.09363252801074332,0.08212334039589757
SPRING0056.obj,0.5875057073368002,0.3036616135994554,0.9636725417871316,0.7659487573461452,0.9573626570592216,0.2383225281523315,0.23670020264849578,0.18693785461856557,0.2021292769185648,0.44715982566816576,0.45290323871604116,0.316859621573339,0.30701284468188905,0.20908480484225608,0.20256628295474208,0.19889091380261156,0.09901296151948195,0.37211780205074446,0.14990386254894988,0.4193535423531286,0.440139981039621,0.3922780703631533,0.3559781362447585,0.1951809186322096,0.2173709948146613,0.3776239244426652,0.3366374923375836,0.08589246189086466,0.07891269977985788
SPRING0060.obj,0.5829255249443165,0.3564358851413312,0.9958058421214578,0.8798633959336544,1.076144927115135,0.29071511305078335,0.2847155762564343,0.22974456410891167,0.24764789367595244,0.4830167491462102,0.48489049225064373,0.33608353004410435,0.3263587886667301,0.22695015988619827,0.22985316915122586,0.213771809793712,0.10629966952293843,0.46887522946813154,0.17200159078904148,0.47481651438943784,0.5136680997399199,0.44045963802047094,0.4235949561425447,0.2437010963456943,0.2514689365803932,0.4243964819757766,0.3710047888937961,0.10428338600211674,0.08606821358806425
SPRING0064.obj,0.5739132243612635,0.3479493827991276,0.8493998173190813,0.7474277666648376,0.8780897236219267,0.2547370898799349,0.24968241670905886,0.22231882407671563,0.2181921996397727,0.4410426089160641,0.4337638884866462,0.30247967523858227,0.2962328338467633,0.22529088245728793,0.21770953999273332,0.21202005087342896,0.1104585650272651,0.41673148292392176,0.15172948176040726,0.45604380187995613,0.4529078007544568,0.4301983455242705,0.4098333098777361,0.23045261458014465,0.23216948906355947,0.3881637531505345,0.3076197591724691,0.09282344218351837,0.07968828439283387
SPRING0065.obj,0.5633023785616209,0.3055896876449443,0.9250546468882324,0.8341008512826107,0.9992202772419854,0.2379087102173729,0.2448968330657497,0.20218470728544288,0.22269021219976406,0.4445399332343807,0.45935535366808516,0.3282799327355056,0.31699076738792653,0.23813574525520714,0.22376172540627856,0.21106227733108746,0.1232231941125058,0.4410792078788255,0.13504135397857744,0.501774314506752,0.5454147676802381,0.47626749378546246,0.4342274439064542,0.2371918751604186,0.24170866358995444,0.3971639654091197,0.34177845004287666,0.09321827821660607,0.08148719693023927
SPRING0067.obj,0.5713863858350384,0.34920567820444126,0.9096914386830494,0.7665033259812707,0.9668529250997583,0.2718879214149937,0.2708902790313691,0.21299555076024582,0.22534800747496242,0.454029051564286,0.47549305697825295,0.35790234541622146,0.3510952344473528,0.2285983717452299,0.217231260808661,0.21717538792753643,0.08244845129386742,0.45571001084177953,0.15483888052101816,0.45843683901390025,0.4783581680198661,0.4193285291559797,0.38806863795681135,0.2299041087172215,0.23081087270403597,0.3817439751907624,0.32785059215374224,0.09585091325428499,0.07969463955733086
SPRING0069.obj,0.6020584929526712,0.3261542573994941,0.8473063713044923,0.7503564107147788,0.940549793900202,0.25619183382958033,0.2482149493620521,0.22055518719872935,0.22907337792210042,0.44844066478667244,0.46247551693834105,0.33790293220805895,0.3348729013253852,0.2352451024521243,0.21850495336861978,0.21638400870551494,0.10858018973477129,0.46295264556117577,0.13300769412698302,0.4373129622155151,0.4602060261110834,0.4196615022537127,0.38755521166673235,0.22272081151514517,0.23449900442540897,0.41110651825434597,0.3407682620842377,0.1003154371244064,0.08635762275480172
SPRING0070.obj,0.5661988025783952,0.37712814067284633,0.9654258008501176,0.8731880893674835,0.9765046895408294,0.2633685606085958,0.27443160493003776,0.21990162900994717,0.24705615355454696,0.421553533945763,0.4413607623112695,0.3498240994218673,0.34220891615528354,0.22115683859765478,0.21598176690229215,0.20449611678994864,0.0909889111074948,0.45428332194733445,0.18357259543078783,0.46869571776023417,0.4885494067935835,0.43008708236048,0.40972964568835973,0.21614855153569287,0.23893395540930518,0.4025533311506174,0.32934842434416123,0.09477247575579943,0.0810994222406662
SPRING0072.obj,0.5663568871619592,0.30016894632303487,0.7654469447648672,0.7022220805229498,0.8911534109863947,0.2512195144468172,0.24467354852749015,0.20480985815785407,0.21191021958885348,0.4137972556437862,0.4144465456228449,0.3347736038264988,0.32029797301686097,0.2188717071460427,0.20798506865169536,0.20362807659669963,0.12064223193171059,0.4154480705024639,0.1519298410255913,0.4547615090802973,0.4860350772636599,0.42673942734016584,0.4050859172702947,0.22851000293882273,0.23361738047800754,0.37552113080206023,0.3250738013801181,0.08654842141819141,0.08006692091316922
SPRING0074.obj,0.5805035621605279,0.31376020190933235,0.8271618588486366,0.7283619249987802,0.8981678431489142,0.23316690071064758,0.22101205249564262,0.19240880607380753,0.20116243053248806,0.40904355737522397,0.4096926343001505,0.30947109548587304,0.3024381029712007,0.20552606554558406,0.20207246976684123,0.21164960388492968,0.09733193533940955,0.44124255506782795,0.14077126392772268,0.45824021133168646,0.4922819914174842,0.40444595076914897,0.392713482740515,0.23551078653284324,0.23112080243214053,0.37309531815744384,0.33092312443686733,0.0896518633534198,0.06943927406408683
SPRING0075.obj,0.5707412910667861,0.31141981485376813,0.89877275378167,0.716405526101842,0.9401554900949677,0.27308829820511493,0.2783146951498156,0.2302480932365311,0.2436279579369815,0.4917873267605357,0.499773770511598,0.386848120152117,0.3892186188477231,0.2308625317258813,0.23022064307126103,0.2071121471490159,0.1288214862391698,0.44703871940839646,0.15159595378807442,0.45267515521719714,0.4770777402794423,0.41897915753884946,0.40486774246085083,0.23167750931635012,0.2359882940651365,0.4156886224161282,0.3373416071419135,0.09738373831117672,0.0877020231878377
SPRING0076.obj,0.5574522516108572,0.32627869550065824,0.9853871192557702,0.7867602864053436,1.0126975857693756,0.2978194706900308,0.2955401781712376,0.21946939130594367,0.2321526420626646,0.5103690504550773,0.5070178237751014,0.36783069595354156,0.3584074068926792,0.2384167930176304,0.23184309308809328,0.1959235441081881,0.09584890585254284,0.43437116210501686,0.17116536253910147,0.4362089321237965,0.4653181854197033,0.40282138331694217,0.3950128657837813,0.2177495050768366,0.22157971396183118,0.3911000354876188,0.3654003833194003,0.09592380657077486,0.07855938499915334
SPRING0078.obj,0.586853375741333,0.32541932476125934,0.8754482788797474,0.7390305784118525,0.9259147594699605,0.24462218800041532,0.24207813643378917,0.21189597272140878,0.21986370417065879,0.42563159213274415,0.4312175687526323,0.34217092393241383,0.3411748243173245,0.24385022016238786,0.2329221223421729,0.2057358727675864,0.11162407811155454,0.4821857426931071,0.15353631350724403,0.4471624370994846,0.47550604086624454,0.43939530404653504,0.41082437274618727,0.25712935168240175,0.2615221305067739,0.39096906725932534,0.3411499869231682,0.10621149241760161,0.089178988837016
SPRING0083.obj,0.5625443241487786,0.31063196201077603,0.8489568748401588,0.7332997342954923,0.940274006707237,0.27196467009610825,0.2730057080231024,0.20666473046776235,0.21421615605928981,0.45536561153482963,0.4665759378285997,0.29658992264710077,0.2963563350216197,0.22460642703874328,0.21524162593195081,0.1947598918299713,0.13558184966898637,0.40852498354853395,0.12371889870187387,0.4508832010387278,0.4838832095444218,0.4506480894670702,0.4289849170558854,0.23090331539976663,0.24291377100958952,0.38759850526331885,0.32986582481296634,0.09657592973369299,0.08461563553616887
SPRING0084.obj,0.5951171366700879,0.33006637236892866,1.0813358027012974,0.9435375650658673,1.1192477970571786,0.29252279157933897,0.2767282515333218,0.22479308329097364,0.22807198693290703,0.48195370730422726,0.4927855624580846,0.37118978530182406,0.3711073845212724,0.23826422220255264,0.22962158583915931,0.22635301525240234,0.12403550197810831,0.47638140095498843,0.17963239070928022,0.4821014674411921,0.4984755869034457,0.4629250946098591,0.44232986365503724,0.24637422254588584,0.2547324074690672,0.39908486405955707,0.3812613452826167,0.10052428950019583,0.08000928122307016
