,PC1,PC2,PC3,PC4
SIZE_0,0.5523004663943958,-0.12614967384309242,-0.8232006065887013,-0.037299006981529555
SHAPE_1,0.5922783252029045,-0.013228575861339673,0.3669002323724059,0.7172277251756216
SHAPE_4,-0.5865201101654266,-0.11057662091012795,-0.40786877638988484,0.6909486468080327
SHAPE_9,0.01283513486142915,0.985740369203808,-0.14617811752545615,0.08235983117845012
