,PC1,PC2,PC3,PC4
SIZE_0,0.5687947325282009,-0.0644164822110736,-0.7569098709054123,0.31529433295521675
SHAPE_3,-0.5756559010510248,0.07158480997868392,-0.6455849264591649,-0.4967051452261828
SHAPE_4,-0.5871414565429096,-0.164212998601705,-0.09968159874469153,0.7863603372313543
SHAPE_9,-0.018914170401478636,0.9817129024771464,-0.019264706755344547,0.18844336640368028
