,PC1,PC2,PC3,PC4
SIZE_0,0.5065728821252722,-0.01833519045602341,-0.8578374227340371,-0.08463268897572361
SHAPE_1,0.6147860833265643,0.08458980011535763,0.2893340561414318,0.7288130359846574
SHAPE_3,-0.6022758154100714,-0.01479103199088988,-0.4221689396874681,0.6773613909191585
SHAPE_9,-0.051824984470926344,0.9961373458916347,-0.046627743639713365,-0.053389255732101584
